warehouse_id,date,inbound_volume,outbound_volume,throughput,avg_processing_time_minutes,delays_count,efficiency_score,staff_count,overtime_hours,error_rate,returns_received
WH-20,2025-12-02,130,297,297,17.74,13,70.14,33,43.9,1.95,7
WH-15,2025-05-17,364,247,247,28.33,18,84.6,44,7.4,0.37,37
WH-12,2025-10-27,114,338,338,35.79,17,89.23,42,44.3,2.06,18
WH-19,2025-03-10,72,458,458,25.56,4,86.4,58,56.0,1.01,1
WH-19,2026-01-07,247,612,612,15.08,20,84.95,99,15.3,3.33,29
WH-03,2025-08-14,384,793,793,34.49,20,88.8,42,11.2,0.12,28
WH-09,2024-10-17,120,131,131,17.69,20,72.81,28,47.8,0.01,11
WH-13,2025-03-19,184,600,600,24.02,11,,10,3.4,3.31,11
WH-07,2025-09-17,104,562,562,31.2,6,89.79,39,41.8,0.11,50
WH-08,2024-12-23,275,528,528,12.72,14,84.7,23,50.9,2.79,26
WH-14,2026-03-23,151,751,751,35.44,8,70.02,73,78.3,0.79,15
WH-07,2024-04-21,168,697,697,27.09,7,95.14,32,9.0,0.75,26
WH-12,2024-04-24,91,540,540,38.08,8,90.99,30,22.3,3.67,2
WH-09,2024-06-14,237,709,709,42.42,12,70.69,67,75.0,3.3,20
WH-19,2025-05-06,208,430,430,38.22,5,92.16,77,35.4,4.49,16
WH-14,2025-06-12,216,327,327,29.9,11,95.8,12,86.7,4.06,50
WH-16,2025-07-29,70,644,644,33.59,2,81.93,59,13.5,1.13,24
WH-15,2024-07-23,271,509,509,29.63,20,90.3,32,84.5,3.62,18
WH-14,2025-05-23,209,505,505,19.66,6,94.9,52,23.9,1.07,50
WH-12,2024-09-02,127,238,238,27.65,1,77.72,95,67.8,0.25,8
WH-04,2025-08-08,340,157,157,23.17,17,78.47,67,38.3,1.96,7
WH-10,2025-08-22,251,106,106,33.61,13,78.75,12,93.1,5.0,21
WH-09,2025-02-07,244,183,183,17.05,16,90.39,90,82.2,3.16,33
WH-19,2024-08-05,292,723,723,42.49,3,70.46,16,80.0,1.37,37
WH-04,2024-05-14,167,172,172,23.56,19,90.63,84,6.7,2.28,8
WH-20,2026-01-08,368,296,296,36.43,17,90.35,49,22.6,0.39,39
WH-01,2025-03-31,236,729,729,41.21,3,78.17,95,83.4,3.96,23
WH-20,2024-12-20,111,141,141,27.26,11,77.87,82,59.5,1.78,34
WH-12,2024-05-01,285,687,687,14.07,8,,32,46.3,1.73,49
WH-13,2025-07-24,168,166,166,28.9,8,82.58,64,68.5,0.7,47
WH-05,2024-09-05,116,396,396,41.63,10,77.36,11,31.5,0.13,48
WH-05,2026-01-24,384,650,650,16.95,2,82.21,54,48.5,4.05,26
WH-08,2025-12-30,375,509,509,33.25,17,91.67,69,55.7,4.64,9
WH-11,2024-10-27,388,661,661,38.75,6,80.67,33,89.5,1.05,8
WH-02,2024-10-03,367,439,439,31.76,11,75.03,51,61.9,0.89,18
WH-13,2024-11-30,309,757,757,30.72,11,74.46,96,39.0,0.91,44
WH-15,2024-08-18,347,576,576,24.3,11,70.04,16,58.8,2.47,20
WH-12,2024-09-17,65,703,703,26.09,7,71.18,43,13.3,0.17,18
WH-13,2025-03-26,72,659,659,25.21,16,96.51,31,31.4,0.0,50
WH-19,2024-05-25,98,668,668,16.14,17,75.19,67,11.7,0.93,41
WH-18,2025-04-22,65,528,528,23.62,8,82.38,21,68.1,0.97,45
WH-14,2025-07-24,125,249,249,16.17,18,85.1,25,53.6,4.57,46
WH-19,2025-01-26,312,316,316,38.8,8,,31,16.4,3.26,13
WH-11,2025-04-27,300,739,739,44.93,3,,18,84.8,1.15,38
WH-17,2024-10-03,230,668,668,44.12,13,74.39,33,74.6,4.66,39
WH-17,2025-10-29,82,594,594,43.27,7,81.65,93,0.0,2.73,0
WH-11,2024-06-21,374,371,371,12.48,20,,25,81.7,1.56,26
WH-12,2026-02-22,196,547,547,20.85,20,86.17,39,59.3,3.01,49
WH-09,2025-10-05,262,580,580,19.56,3,94.28,61,95.9,1.96,19
WH-18,2024-11-01,330,484,484,23.47,2,74.18,52,37.1,4.89,8
WH-11,2025-04-09,342,605,605,37.97,17,97.16,10,36.3,3.54,32
WH-12,2026-02-08,67,358,358,20.42,5,89.57,71,43.0,4.91,21
WH-01,2025-09-16,292,574,574,44.56,14,84.71,73,79.7,2.71,32
WH-02,2026-02-14,330,338,338,40.87,0,71.71,24,78.3,1.85,12
WH-05,2025-09-29,270,602,602,36.3,4,87.95,85,75.5,2.41,38
WH-09,2025-10-31,185,547,547,42.69,19,71.16,87,29.6,0.25,49
WH-05,2024-07-15,234,569,569,20.16,2,,33,98.4,1.23,42
WH-08,2025-04-02,94,608,608,35.7,10,92.45,33,59.7,2.38,47
WH-16,2024-07-07,72,609,609,21.08,10,74.24,44,70.3,3.53,32
WH-20,2025-01-15,398,653,653,28.0,15,76.09,41,57.5,0.42,30
WH-16,2025-03-09,349,668,668,23.17,14,94.46,64,26.4,4.64,27
WH-15,2026-04-05,110,163,163,21.74,11,96.15,39,69.4,1.05,48
WH-17,2026-01-26,165,176,176,15.3,13,88.63,50,17.9,1.41,20
WH-08,2025-10-30,396,342,342,30.91,11,78.93,35,43.6,4.83,46
WH-18,2025-07-07,348,685,685,26.92,8,77.68,25,39.5,4.69,25
WH-07,2026-04-11,213,478,478,35.06,0,86.88,60,98.6,1.93,32
WH-08,2024-11-01,312,399,1995,40.5,17,77.16,64,77.1,2.91,11
WH-11,2025-06-27,343,342,342,41.56,14,94.81,56,54.6,0.64,22
WH-04,2025-05-11,351,664,664,13.66,2,73.04,49,22.7,2.7,49
WH-18,2024-05-22,276,657,657,15.4,6,92.66,36,21.6,2.2,17
WH-07,2024-05-05,384,253,253,11.54,14,83.55,31,1.7,3.7,22
WH-11,2024-10-07,246,495,495,28.51,12,87.78,78,94.1,3.35,28
WH-11,2025-11-04,193,761,761,27.26,18,71.35,14,98.8,0.14,22
WH-10,2025-12-17,319,499,499,12.93,1,86.1,53,88.9,2.64,6
WH-05,2024-12-03,107,413,413,39.17,19,89.98,64,79.6,0.41,9
WH-07,2025-11-04,296,406,406,29.54,1,90.97,21,90.6,3.44,19
WH-05,2024-11-09,83,265,265,26.22,1,87.62,89,70.3,2.1,46
WH-11,2025-12-08,290,669,669,43.17,2,97.79,45,45.2,3.52,0
WH-08,2025-06-15,116,607,607,30.6,0,73.99,26,99.6,1.28,37
WH-07,2024-12-21,282,407,407,25.24,15,78.64,52,97.3,1.83,19
WH-17,2025-11-12,356,420,420,38.12,0,74.93,92,60.6,2.77,45
WH-16,2024-07-13,262,113,113,23.18,16,,35,93.3,2.3,5
WH-12,2025-03-03,152,277,277,27.99,18,85.94,59,30.8,3.39,17
WH-02,2025-09-23,86,464,464,37.61,1,90.85,39,2.2,3.73,21
WH-18,2024-11-12,285,416,416,38.85,4,,51,45.7,3.5,29
WH-18,2024-04-20,125,165,165,31.47,20,91.52,51,4.8,4.77,10
WH-03,2024-11-23,381,518,518,42.39,5,75.02,98,89.5,3.68,2
WH-12,2025-04-04,331,318,318,21.53,20,,47,82.5,0.16,50
WH-14,2026-01-21,222,656,656,34.35,0,,93,36.3,2.62,13
WH-18,2024-05-22,285,642,642,17.59,0,70.77,98,68.5,2.35,12
WH-14,2024-07-14,384,171,171,43.04,16,83.06,81,36.4,4.22,50
WH-02,2025-04-27,159,404,404,26.56,10,84.92,19,40.8,3.74,23
WH-18,2025-11-26,155,629,629,14.13,5,97.76,53,70.4,4.37,36
WH-16,2025-08-30,63,221,221,42.39,9,82.35,42,32.9,3.13,18
WH-19,2025-06-19,281,498,498,44.47,8,91.02,45,84.4,0.2,8
WH-19,2026-02-10,387,686,686,31.87,15,91.15,92,87.2,2.15,1
WH-01,2025-04-15,169,279,279,27.51,15,93.36,52,54.3,3.53,10
WH-02,2025-09-16,203,329,329,19.06,6,80.59,35,88.8,1.41,30
WH-09,2024-07-24,364,108,108,21.93,2,93.2,75,18.1,4.52,43
WH-19,2025-09-29,290,611,611,13.72,10,85.39,27,86.2,0.47,41
WH-17,2025-10-21,224,548,548,42.1,18,79.45,64,73.3,0.43,1
WH-16,2025-06-11,335,533,533,17.27,14,86.2,70,57.5,1.59,29
WH-06,2026-03-13,358,240,240,18.36,2,82.86,36,89.8,1.76,26
WH-06,2025-03-05,92,607,607,21.37,18,78.53,76,47.5,1.38,16
WH-18,2025-04-20,356,267,267,30.71,11,77.78,18,93.2,3.17,38
WH-06,2024-07-02,256,484,484,35.03,12,85.15,27,15.8,1.67,5
WH-06,2024-11-10,187,169,169,22.29,1,88.55,18,20.1,0.39,50
WH-19,2025-01-11,294,715,715,24.95,2,90.42,35,7.2,0.69,25
WH-11,2025-07-09,375,576,576,31.96,8,79.47,63,49.3,4.47,44
WH-09,2024-06-19,176,623,623,25.5,6,86.62,48,45.0,0.77,48
WH-10,2025-04-09,300,773,773,32.28,2,84.2,27,43.8,3.19,41
WH-13,2025-05-13,387,399,399,34.56,17,,65,75.3,0.66,10
WH-06,2024-08-28,144,501,501,18.97,8,72.77,13,41.1,3.29,23
WH-14,2024-05-17,304,647,647,43.48,7,85.47,74,50.1,3.52,19
WH-17,2025-09-11,160,283,283,39.53,17,84.95,53,19.6,3.74,29
WH-02,2024-09-09,187,398,398,16.45,10,88.64,77,16.3,3.68,30
WH-18,2024-05-22,234,115,115,39.14,5,78.08,32,49.0,0.1,35
WH-08,2024-07-22,350,419,419,41.25,19,74.34,30,38.7,2.48,23
WH-03,2025-04-03,192,549,549,40.11,1,91.95,13,43.1,4.63,4
WH-16,2024-09-29,373,766,766,21.78,11,,74,18.8,4.61,43
WH-03,2025-08-16,111,222,222,15.71,1,85.19,42,12.3,4.59,3
WH-14,2024-10-12,362,512,512,34.03,14,70.43,81,20.0,2.84,46
WH-08,2025-09-22,351,390,390,26.97,1,79.33,30,63.9,3.66,2
WH-05,2025-08-21,369,457,457,10.68,4,71.64,65,0.0,2.81,26
WH-17,2024-05-24,183,256,256,39.29,20,78.02,85,79.4,0.92,29
WH-05,2026-03-09,310,769,769,27.2,8,80.81,58,9.5,1.08,18
WH-17,2025-12-22,289,262,262,16.09,16,71.74,71,91.5,4.47,46
WH-17,2025-12-21,275,376,376,36.19,3,,66,94.8,0.08,46
WH-11,2026-01-01,360,662,662,13.98,0,97.31,77,38.6,2.1,9
WH-01,2025-11-14,305,226,226,15.22,10,90.25,52,41.5,4.24,46
WH-07,2025-04-26,100,441,441,39.23,8,80.35,14,80.8,2.2,29
WH-20,2024-11-17,211,337,337,41.09,18,89.66,45,46.5,1.95,18
WH-03,2025-07-06,184,325,325,25.06,19,95.62,91,43.7,3.33,31
WH-13,2024-06-27,343,795,795,40.2,12,80.59,41,44.9,4.95,22
WH-10,2025-03-19,308,136,136,13.27,20,72.16,50,46.8,1.62,8
WH-11,2025-08-11,286,475,2375,42.36,13,77.53,20,31.8,4.72,15
WH-15,2025-07-19,362,532,532,38.8,11,73.56,30,19.9,4.2,32
WH-14,2025-04-23,237,775,775,13.87,15,81.88,86,10.0,2.55,40
WH-01,2024-07-12,113,497,497,15.05,11,,36,7.2,0.12,49
WH-03,2025-03-18,260,778,778,15.45,7,93.14,51,26.5,4.69,18
WH-15,2025-07-06,310,681,3405,19.75,8,92.89,88,23.1,2.21,50
WH-07,2025-03-28,155,700,700,37.26,15,83.56,26,28.1,2.25,31
WH-08,2025-09-28,173,116,116,23.18,7,91.21,95,98.3,1.43,5
WH-10,2025-09-29,334,520,520,37.04,15,82.35,64,69.0,0.55,21
WH-11,2024-06-28,80,157,157,11.18,11,74.84,12,28.2,3.51,40
WH-11,2025-07-17,74,303,303,17.34,3,95.18,17,30.5,1.36,11
WH-06,2024-04-13,129,592,592,19.69,0,97.13,14,36.2,0.32,38
WH-10,2024-05-28,106,513,2565,31.13,11,91.12,78,54.1,2.16,21
WH-18,2024-07-29,118,250,250,33.94,19,,68,98.4,0.33,13
WH-08,2024-10-11,344,574,574,20.89,17,85.08,99,50.8,3.29,8
WH-20,2024-10-30,369,389,389,42.68,13,76.94,39,23.9,4.44,6
WH-06,2024-12-28,393,200,200,22.4,15,88.29,35,55.1,0.66,10
WH-02,2024-11-10,316,595,595,27.4,1,88.49,81,87.5,2.59,26
WH-19,2026-03-12,264,480,480,21.5,4,74.59,64,64.4,4.78,5
WH-15,2024-11-25,114,757,757,27.38,14,80.61,92,77.1,2.3,7
WH-14,2026-03-19,170,416,416,37.41,2,91.81,10,7.3,1.44,47
WH-13,2025-08-31,324,683,683,41.72,19,91.66,33,65.4,1.78,1
WH-03,2025-05-25,69,579,579,34.44,11,73.32,22,21.5,0.57,21
WH-19,2024-09-25,96,385,385,21.94,1,70.65,94,37.5,3.67,34
WH-04,2025-12-14,89,557,557,27.3,9,77.0,43,69.8,3.15,17
WH-16,2024-05-03,362,356,356,15.28,15,93.18,26,60.9,2.5,21
WH-17,2024-07-07,95,685,685,41.17,13,,93,40.3,0.04,47
WH-15,2025-02-22,248,537,537,44.36,11,85.22,21,57.4,4.84,0
WH-11,2024-07-17,52,486,486,35.01,18,89.03,57,14.1,1.23,30
WH-06,2026-04-04,244,631,631,33.88,11,74.81,68,8.6,2.72,17
WH-02,2025-11-17,322,326,326,16.95,19,77.34,15,55.2,2.38,19
WH-12,2025-04-13,218,486,486,24.08,14,88.8,42,75.3,1.22,15
WH-17,2025-01-20,266,193,965,22.82,13,76.22,41,88.0,2.99,27
WH-17,2025-06-10,339,388,388,32.84,5,78.16,90,43.2,1.29,32
WH-08,2024-10-27,60,475,475,25.32,0,93.42,75,63.1,3.28,45
WH-20,2024-04-21,384,709,709,14.18,20,,16,87.8,3.27,2
WH-19,2024-09-16,204,698,698,23.31,12,71.34,72,49.6,4.07,31
WH-03,2025-06-29,117,298,298,25.11,15,76.99,30,92.1,2.67,7
WH-03,2025-11-23,101,101,101,38.51,15,,60,83.8,2.44,14
WH-18,2025-03-30,329,190,190,17.26,15,78.74,11,54.9,2.22,12
WH-06,2025-10-04,358,418,418,28.81,14,90.97,67,49.6,1.4,49
WH-15,2025-06-18,166,212,212,34.51,16,,21,30.9,1.72,39
WH-16,2025-02-02,128,253,253,25.58,20,80.3,93,4.9,3.07,15
WH-19,2025-02-17,255,147,147,15.79,4,91.89,16,57.8,0.12,46
WH-05,2025-01-09,275,586,586,36.98,12,82.05,99,98.0,4.63,37
WH-10,2025-04-17,121,289,289,40.6,8,97.58,53,49.7,1.66,45
WH-15,2025-02-11,100,322,322,28.36,6,96.8,100,33.3,3.3,48
WH-18,2025-08-04,353,193,193,11.73,18,94.32,19,58.8,0.21,50
WH-09,2024-06-04,258,788,788,17.37,20,87.16,98,47.8,2.76,17
WH-04,2024-08-24,169,322,322,12.56,17,95.16,24,78.0,0.78,15
WH-19,2025-06-05,247,100,100,29.54,10,95.52,59,70.6,4.58,44
WH-13,2024-08-06,391,169,169,10.62,0,87.5,75,23.1,2.57,0
WH-16,2024-10-18,138,154,154,40.09,16,71.76,53,8.1,0.25,50
WH-12,2026-01-03,130,236,236,38.55,4,72.94,75,25.3,4.33,43
WH-15,2024-08-16,387,394,394,28.51,19,85.73,78,54.7,2.64,11
WH-07,2025-08-01,206,277,277,13.18,4,77.26,72,19.4,2.04,15
WH-16,2025-10-09,75,599,599,18.66,8,84.87,33,18.8,0.44,2
WH-18,2025-03-30,327,731,731,36.21,6,94.83,27,5.1,0.47,15
WH-17,2025-05-05,106,520,520,23.58,8,82.04,20,42.3,3.74,31
WH-16,2025-07-27,320,733,733,11.94,0,83.12,19,6.9,2.38,11
WH-01,2025-05-19,64,727,727,10.57,9,80.47,85,86.4,0.22,11
WH-04,2024-06-17,219,350,350,11.12,10,84.24,25,5.9,3.73,28
WH-19,2024-07-14,394,653,653,15.18,16,84.86,29,73.1,0.05,38
WH-18,2024-12-20,284,351,351,41.32,11,82.87,91,35.2,1.66,24
WH-19,2026-04-07,81,240,240,15.73,11,93.58,66,22.5,3.02,9
WH-06,2024-08-23,182,375,1875,24.72,10,80.47,39,83.1,3.98,20
WH-11,2025-03-20,130,296,296,31.39,8,91.13,53,56.6,2.63,37
WH-02,2025-11-13,215,772,772,23.51,11,87.11,25,87.6,4.16,20
WH-01,2024-08-15,126,632,632,10.29,4,92.31,100,75.9,4.59,32
WH-17,2025-08-08,363,352,352,12.21,1,,51,74.1,4.63,14
WH-18,2025-01-01,159,559,559,34.93,15,96.7,35,9.5,0.61,48
WH-11,2025-08-15,118,644,644,41.42,17,82.05,24,6.8,4.54,39
WH-04,2025-07-15,208,669,669,44.35,9,71.06,38,12.3,0.33,23
WH-01,2026-01-14,153,157,157,22.91,14,80.86,13,25.8,4.31,11
WH-18,2025-02-14,377,154,154,28.24,5,77.87,88,74.5,3.19,21
WH-01,2024-12-24,268,362,362,20.06,8,77.93,12,7.3,3.93,15
WH-20,2025-10-11,68,257,257,38.23,19,93.99,68,60.8,0.84,10
WH-06,2024-11-07,237,669,669,17.45,12,78.81,22,35.9,0.36,6
WH-13,2025-01-01,153,198,198,39.43,16,79.53,27,96.3,3.16,21
WH-19,2026-02-18,142,169,169,39.34,20,83.91,76,14.4,4.82,49
WH-18,2025-12-16,273,387,1935,23.5,13,76.33,57,98.0,0.45,38
WH-02,2024-06-17,58,733,733,40.74,1,71.17,63,99.6,2.96,30
WH-10,2025-07-18,64,621,621,43.99,0,84.74,15,91.8,0.99,50
WH-16,2024-08-31,123,289,289,17.17,8,90.47,49,95.3,3.34,4
WH-07,2026-03-28,65,677,677,26.37,20,77.21,50,44.7,2.5,12
WH-03,2024-08-25,299,273,273,11.48,2,79.74,13,18.8,3.16,15
WH-12,2024-11-19,99,109,109,32.9,14,88.65,92,33.1,2.54,1
WH-15,2025-10-19,183,436,436,33.77,10,82.72,93,3.1,3.59,15
WH-06,2024-07-17,378,608,608,37.69,16,95.88,70,35.1,0.86,46
WH-03,2025-09-09,279,321,321,28.19,0,,75,57.3,4.18,16
WH-06,2025-04-14,212,478,478,18.93,15,96.44,89,72.9,4.75,23
WH-14,2024-11-01,247,680,680,44.07,0,85.7,11,7.1,2.23,23
WH-16,2025-04-17,202,404,404,29.37,5,77.67,34,98.2,2.77,4
WH-07,2025-08-23,305,277,277,10.98,5,93.42,51,94.5,3.06,22
WH-04,2025-05-21,371,164,164,30.06,3,81.32,78,38.8,0.7,22
WH-01,2025-11-29,212,375,375,11.74,12,72.79,97,51.8,1.96,0
WH-14,2024-08-21,316,773,773,16.71,6,95.73,59,61.6,3.96,20
WH-16,2025-04-13,55,289,289,40.57,19,72.26,17,20.9,2.56,15
WH-07,2026-03-30,385,139,139,11.08,17,70.42,10,84.6,1.38,36
WH-10,2025-11-29,130,612,612,14.19,3,80.92,23,44.8,2.52,37
WH-14,2026-03-05,239,753,753,30.21,11,71.41,32,91.0,4.6,50
WH-06,2025-04-16,324,329,329,37.55,11,85.97,11,45.1,0.44,49
WH-13,2025-09-01,374,335,335,10.07,10,89.07,19,13.6,0.56,17
WH-19,2024-10-06,246,484,484,19.34,2,70.38,68,11.7,3.49,30
WH-08,2025-10-06,361,142,142,31.45,8,81.96,25,21.9,4.92,39
WH-04,2026-04-13,385,307,307,18.32,17,74.35,42,0.3,1.51,19
WH-10,2024-08-12,328,511,511,22.72,14,73.41,26,61.2,3.44,25
WH-03,2024-11-09,146,361,361,42.5,7,82.17,31,52.1,4.41,29
WH-17,2025-11-16,373,401,401,41.31,2,82.56,58,40.3,0.91,28
WH-11,2025-04-24,122,526,526,35.26,18,74.3,39,77.9,2.88,42
WH-10,2026-04-08,254,637,637,25.13,3,75.47,39,23.1,2.49,23
WH-11,2025-06-23,224,693,693,27.09,8,74.3,37,90.4,4.9,22
WH-13,2025-05-23,274,187,187,40.12,10,72.64,72,20.2,0.76,26
WH-12,2026-03-24,354,597,597,43.94,1,72.4,41,28.0,3.08,43
WH-06,2024-08-07,164,154,154,38.46,8,73.1,63,48.3,1.57,50
WH-19,2024-12-14,391,513,513,22.31,11,71.09,86,14.3,3.01,25
WH-04,2026-02-11,172,758,758,34.34,12,91.12,71,15.3,2.01,48
WH-20,2024-12-06,75,221,221,13.9,4,80.82,75,47.2,3.83,44
WH-09,2024-08-06,50,445,445,37.18,12,70.79,81,92.6,0.3,8
WH-05,2025-04-02,366,466,466,20.7,9,71.5,96,69.7,4.05,1
WH-14,2024-11-22,124,320,320,11.4,16,70.56,59,37.8,0.79,13
WH-03,2025-02-09,180,353,353,13.65,2,77.82,52,52.4,2.54,50
WH-10,2025-03-25,115,761,761,34.78,12,93.88,11,44.7,1.09,8
WH-07,2024-04-22,324,150,150,32.29,9,97.32,71,69.4,4.38,5
WH-02,2025-09-20,143,749,749,12.39,5,72.14,90,53.7,3.04,1
WH-08,2024-11-01,154,106,106,21.92,20,78.65,51,94.4,1.35,42
WH-04,2025-02-17,369,783,783,14.48,3,80.24,12,15.1,2.03,15
WH-08,2024-05-09,329,783,783,10.48,14,92.1,70,3.5,4.13,25
WH-06,2025-01-24,299,485,485,23.9,11,81.2,78,81.3,1.94,48
WH-13,2025-03-23,165,208,208,41.84,12,94.73,88,35.3,1.59,37
WH-15,2024-08-20,397,730,730,29.57,10,78.33,88,55.7,3.43,35
WH-18,2024-06-30,105,716,716,20.52,12,71.22,93,50.7,4.64,35
WH-09,2026-03-22,349,444,444,13.24,1,86.76,51,34.1,4.42,2
WH-04,2025-09-12,291,644,644,26.9,6,85.07,83,12.1,1.76,50
WH-08,2025-06-23,113,219,219,23.18,0,74.76,62,25.1,4.9,50
WH-13,2025-01-21,295,294,1470,13.12,10,,81,81.9,2.92,3
WH-19,2024-05-01,130,629,629,30.33,18,93.73,83,23.8,1.14,1
WH-07,2024-08-13,147,236,236,44.95,1,89.03,29,27.1,3.54,6
WH-12,2025-01-15,328,445,445,33.1,8,79.0,66,63.0,1.42,14
WH-13,2024-08-23,329,475,475,43.68,12,80.96,44,65.8,1.21,14
WH-15,2024-11-28,251,111,111,21.89,6,91.14,89,33.9,4.39,0
WH-20,2025-06-23,206,658,658,14.91,5,84.87,88,54.9,3.14,31
WH-20,2025-08-18,270,744,744,14.93,11,96.1,28,53.2,4.86,26
WH-14,2026-04-07,393,404,404,38.22,2,72.57,94,96.2,3.93,14
WH-11,2026-03-25,370,415,415,15.0,19,96.31,49,70.0,0.45,37
WH-01,2025-09-01,286,747,747,11.91,4,87.77,28,35.8,3.45,36
WH-20,2024-06-19,234,225,225,22.26,12,86.03,16,8.0,2.45,7
WH-04,2024-06-19,229,385,385,31.68,19,95.71,11,26.5,1.14,23
WH-15,2025-06-24,356,393,393,11.72,11,87.81,80,13.0,4.15,32
WH-09,2025-03-04,184,280,280,19.12,3,90.21,35,72.3,4.71,39
WH-07,2025-07-06,389,712,712,44.98,7,93.62,52,9.4,1.63,2
WH-14,2025-05-29,139,287,287,17.96,17,71.36,33,34.8,1.27,3
WH-10,2024-06-06,54,448,448,27.51,1,83.43,12,6.2,2.05,40
WH-16,2026-03-06,132,383,383,42.68,4,90.11,32,61.1,0.8,28
WH-17,2025-01-19,395,212,212,12.72,14,81.94,66,14.7,1.07,31
WH-05,2024-06-30,293,470,470,20.73,2,82.76,37,48.3,1.76,13
WH-04,2025-01-31,282,115,115,13.51,14,87.21,100,18.7,2.74,23
WH-04,2025-05-31,216,578,578,43.44,11,95.15,21,63.3,0.32,9
WH-11,2025-07-07,312,395,395,27.01,5,82.41,91,2.1,4.57,19
WH-07,2026-03-25,161,788,788,11.28,14,73.69,57,57.4,1.23,10
WH-10,2025-04-24,339,560,560,20.35,3,94.38,93,35.9,1.84,0
WH-14,2026-01-01,288,315,315,38.74,18,72.26,16,12.0,4.19,28
WH-14,2026-01-03,332,785,785,20.74,20,97.41,20,81.6,2.71,17
WH-18,2024-08-26,174,139,139,12.88,18,90.14,71,50.7,1.36,41
WH-04,2026-03-12,92,325,325,14.74,9,91.19,88,1.9,0.79,30
WH-14,2025-08-29,302,211,211,13.96,15,70.98,96,90.7,0.81,25
WH-04,2025-08-14,337,270,270,19.26,1,93.37,100,13.2,2.67,19
WH-14,2024-11-23,115,549,2745,10.09,2,,28,76.1,1.54,2
WH-09,2024-10-24,54,432,432,13.33,1,93.12,79,87.7,4.96,34
WH-05,2025-08-07,227,559,2795,10.04,12,71.56,12,39.7,4.08,44
WH-12,2024-08-27,262,315,315,43.69,0,77.91,69,59.4,4.93,28
WH-13,2025-01-10,263,537,537,15.5,5,85.08,20,48.7,3.77,39
WH-13,2026-01-15,241,800,800,36.75,8,74.25,45,29.5,3.8,50
WH-02,2025-06-03,175,624,624,33.8,7,96.43,53,64.7,3.84,25
WH-16,2025-08-09,236,298,1490,41.4,4,75.82,98,18.0,1.94,35
WH-08,2025-12-23,289,151,151,32.49,1,83.21,32,95.7,2.07,32
WH-18,2024-05-30,259,749,749,40.75,15,70.14,55,52.4,2.63,43
WH-08,2024-05-21,128,746,746,36.29,1,84.34,27,36.9,1.56,17
WH-17,2025-07-08,186,435,435,21.11,3,89.33,88,24.7,1.73,46
WH-07,2024-07-14,336,410,410,23.36,6,70.89,47,76.3,0.3,25
WH-18,2024-05-19,274,493,493,16.76,1,,78,76.3,3.48,32
WH-03,2025-10-03,136,126,126,12.39,12,82.77,77,89.4,0.57,18
WH-01,2026-01-04,292,708,708,29.5,16,84.86,63,0.9,4.47,6
WH-20,2024-11-01,276,151,151,22.55,19,97.93,44,13.1,1.64,5
WH-19,2024-09-12,191,791,791,12.43,9,75.33,48,76.3,1.58,19
WH-14,2024-10-20,262,761,761,30.71,13,76.63,33,54.8,3.94,5
WH-14,2025-06-13,323,496,496,36.58,9,83.62,85,82.7,2.49,50
WH-15,2025-09-16,336,175,175,38.67,8,85.63,23,68.9,1.83,20
WH-08,2026-01-29,375,695,695,32.36,14,78.77,65,64.8,2.4,20
WH-01,2024-12-26,319,249,249,31.07,20,81.61,54,19.7,0.49,46
WH-19,2026-01-06,391,349,349,35.5,5,93.09,77,36.9,1.37,31
WH-16,2024-08-28,292,115,115,13.41,9,79.52,84,18.3,2.3,45
WH-12,2024-06-11,62,529,529,17.46,11,88.52,51,37.4,3.47,0
WH-19,2025-07-24,398,528,528,37.63,14,92.26,33,69.1,2.85,11
WH-10,2024-07-17,312,167,167,24.0,14,85.6,35,74.9,3.03,42
WH-04,2025-05-08,270,650,650,19.84,19,71.47,76,92.1,0.68,38
WH-09,2025-08-24,180,202,202,36.52,14,82.19,15,42.1,0.31,32
WH-15,2026-01-12,134,702,702,20.05,12,84.96,23,97.9,4.66,34
WH-07,2024-12-12,177,346,1730,14.65,12,97.86,43,65.4,1.7,43
WH-08,2025-08-09,220,489,489,44.18,19,79.03,83,5.5,0.61,14
WH-12,2025-04-29,194,748,748,40.68,12,86.49,60,78.4,2.82,23
WH-06,2025-08-19,269,442,442,21.14,17,87.96,28,85.8,0.14,22
WH-15,2025-10-10,184,758,758,44.7,2,81.59,36,21.8,1.77,17
WH-02,2024-09-21,83,662,662,40.69,2,88.55,19,9.4,4.02,29
WH-17,2025-11-18,387,732,732,20.46,0,,54,56.6,2.39,17
WH-05,2024-10-30,397,762,3810,18.48,9,73.97,40,33.4,2.25,1
WH-20,2025-07-14,279,333,333,30.47,7,87.9,26,12.7,2.7,23
WH-14,2026-03-22,211,518,518,32.89,2,71.41,81,28.8,2.76,30
WH-15,2025-11-21,120,163,163,38.65,20,79.65,55,18.9,2.48,48
WH-04,2025-09-01,216,202,202,14.68,10,73.99,76,28.1,2.22,5
WH-12,2024-09-22,298,657,657,21.22,5,85.66,67,18.9,2.29,40
WH-13,2026-03-23,396,754,754,41.12,3,71.57,68,24.4,0.79,1
WH-07,2025-07-05,317,414,414,23.76,14,76.16,100,58.4,1.86,28
WH-11,2026-01-30,204,163,163,32.21,20,94.47,15,10.0,1.3,18
