vehicle_id,maintenance_date,maintenance_type,cost,description,mechanic_id,mileage_at_service,next_maintenance_due,service_duration_hours
VEH-281,2025-09-25,tire_rotation,455.99,Tire Rotation - scheduled,MECH-3,81637,2026-03-29,22.2
VEH-248,2024-09-07,inspection,1775.15,Inspection - emergency,MECH-15,91108,2025-08-13,21.7
VEH-017,2024-05-04,repair,1968.16,Repair - routine,MECH-15,116008,2024-11-16,3.5
VEH-137,2024-10-28,inspection,1213.27,Inspection - scheduled,MECH-2,44164,2025-05-07,1.7
VEH-091,2025-09-01,tire_rotation,1821.99,Tire Rotation - routine,MECH-3,59446,2025-11-13,20.2
VEH-019,2025-11-03,general_check,1557.05,General Check - preventive,MECH-13,70746,2026-02-12,7.8
VEH-098,2025-03-28,oil_change,1858.58,Oil Change - emergency,MECH-10,63205,2025-07-24,12.6
VEH-061,2026-01-16,inspection,934.98,Inspection - routine,MECH-3,118507,2026-07-18,1.3
VEH-003,2025-11-06,replacement,1539.67,Replacement - preventive,MECH-17,91687,2026-03-12,21.7
VEH-169,2024-12-23,inspection,1453.75,Inspection - emergency,MECH-3,56170,,10.6
VEH-035,2026-04-02,brake_service,1099.47,Brake Service - preventive,MECH-19,179377,2026-07-07,9.2
VEH-167,2024-05-10,general_check,1663.08,General Check - scheduled,MECH-8,126311,2024-07-30,15.8
VEH-120,2024-09-30,general_check,758.66,General Check - preventive,MECH-9,44417,2025-01-13,10.2
VEH-103,2024-07-31,general_check,1073.92,General Check - routine,MECH-18,182182,2024-12-08,12.9
VEH-255,2025-03-10,replacement,294.28,Replacement - routine,MECH-4,190016,2025-06-03,11.2
VEH-143,2025-04-01,brake_service,1165.43,Brake Service - emergency,MECH-6,157111,2026-02-12,1.1
VEH-059,2024-10-04,general_check,970.88,General Check - scheduled,MECH-9,110215,2024-11-14,9.8
VEH-132,2024-08-12,tire_rotation,1295.06,Tire Rotation - scheduled,MECH-5,148625,2025-03-30,14.8
VEH-238,2026-01-04,replacement,1536.62,Replacement - emergency,MECH-19,142665,2026-09-08,13.4
VEH-018,2025-06-06,replacement,281.1,Replacement - emergency,MECH-13,158507,2026-03-24,18.5
VEH-260,2026-01-29,brake_service,1032.34,Brake Service - routine,MECH-4,36208,2026-06-06,22.0
VEH-087,2025-05-07,tire_rotation,1419.74,Tire Rotation - scheduled,MECH-8,133900,,12.2
VEH-215,2024-12-05,repair,472.67,Repair - emergency,MECH-19,100541,2025-08-04,23.4
VEH-207,2024-08-11,inspection,1928.79,Inspection - routine,MECH-16,15801,2024-11-19,12.8
VEH-105,2026-03-24,tire_rotation,1576.7,Tire Rotation - scheduled,MECH-3,53355,2026-05-26,9.5
VEH-258,2026-01-25,inspection,759.42,Inspection - scheduled,MECH-17,64866,2026-08-10,4.5
VEH-197,2025-03-09,replacement,1154.66,Replacement - emergency,MECH-10,171435,2025-06-21,23.0
VEH-014,2025-08-08,tire_rotation,1325.57,Tire Rotation - routine,MECH-20,22707,2026-07-18,3.1
VEH-237,2025-07-08,tire_rotation,1183.06,Tire Rotation - emergency,MECH-7,173527,2026-04-09,2.9
VEH-081,2025-02-15,oil_change,1197.28,Oil Change - preventive,MECH-8,31459,2025-10-20,17.9
VEH-086,2024-12-05,inspection,1178.5,Inspection - emergency,MECH-3,190716,2025-07-30,10.3
VEH-049,2025-10-18,tire_rotation,1837.44,Tire Rotation - scheduled,MECH-6,84406,2026-02-10,12.0
VEH-290,2025-03-13,inspection,800.23,Inspection - preventive,MECH-5,75066,2025-08-18,18.9
VEH-037,2025-02-16,tire_rotation,1872.62,Tire Rotation - routine,MECH-12,82604,2026-01-28,13.0
VEH-291,2026-02-22,replacement,1025.06,Replacement - routine,MECH-14,173755,2026-09-23,8.1
VEH-076,2025-07-26,repair,1098.87,Repair - emergency,MECH-5,103931,2026-02-21,23.1
VEH-209,2024-06-23,inspection,92.87,Inspection - preventive,MECH-19,105690,2025-05-31,18.6
VEH-121,2024-10-27,inspection,1419.62,Inspection - preventive,MECH-12,157241,2025-09-08,5.7
VEH-163,2026-03-28,replacement,1852.49,Replacement - scheduled,MECH-7,145504,2026-06-29,8.5
VEH-012,2026-02-06,tire_rotation,1687.44,Tire Rotation - emergency,MECH-6,127461,2026-12-13,17.9
VEH-175,2026-01-17,repair,437.81,Repair - preventive,MECH-13,22123,2026-12-15,7.0
VEH-184,2025-06-21,oil_change,1995.18,Oil Change - preventive,MECH-12,143292,2026-02-16,5.7
VEH-287,2025-06-02,tire_rotation,349.68,Tire Rotation - emergency,MECH-10,70335,2026-05-06,10.3
VEH-097,2024-08-22,repair,53.11,Repair - preventive,MECH-19,93541,2025-02-25,22.0
VEH-011,2024-08-21,brake_service,676.58,Brake Service - scheduled,MECH-3,182261,2025-06-19,4.6
VEH-130,2024-09-27,oil_change,1788.87,Oil Change - routine,MECH-10,144309,2025-03-22,3.2
VEH-169,2025-03-10,tire_rotation,1643.51,Tire Rotation - routine,MECH-9,124288,2025-09-19,16.6
VEH-293,2024-08-07,general_check,329.75,General Check - preventive,MECH-2,176590,,6.1
VEH-271,2024-05-15,replacement,135.87,Replacement - routine,MECH-5,176829,2025-02-08,23.5
VEH-243,2025-10-03,general_check,189.29,General Check - emergency,MECH-16,113068,2026-02-28,11.2
VEH-253,2025-06-03,brake_service,241.49,Brake Service - routine,MECH-19,175803,2025-08-30,10.4
VEH-019,2025-03-23,inspection,1315.65,Inspection - scheduled,MECH-15,137471,2025-10-04,4.9
VEH-031,2024-11-23,repair,1139.11,Repair - scheduled,MECH-17,194456,2025-01-24,4.4
VEH-184,2024-12-28,general_check,1430.67,General Check - preventive,MECH-12,189212,2025-03-02,18.0
VEH-110,2024-04-21,repair,306.35,Repair - preventive,MECH-2,180246,2024-09-18,14.6
VEH-002,2025-12-09,repair,1776.31,Repair - preventive,MECH-19,132784,2026-06-21,12.7
VEH-099,2025-07-31,replacement,1719.74,Replacement - preventive,MECH-9,42901,2026-07-26,3.8
VEH-246,2026-02-05,brake_service,1885.85,Brake Service - routine,MECH-16,96935,2026-09-25,3.5
VEH-227,2025-05-24,oil_change,742.7,Oil Change - preventive,MECH-8,37273,2026-02-19,22.9
VEH-177,2024-04-29,brake_service,383.36,Brake Service - routine,MECH-8,166625,2024-07-15,14.9
VEH-246,2024-04-30,tire_rotation,264.31,Tire Rotation - scheduled,MECH-16,16356,2025-04-06,20.2
VEH-074,2024-11-13,repair,93.58,Repair - preventive,MECH-12,59663,2025-09-01,18.5
VEH-018,2025-03-21,inspection,1393.44,Inspection - scheduled,MECH-9,61160,2026-03-09,19.9
VEH-185,2025-11-01,brake_service,79.78,Brake Service - routine,MECH-12,177993,2026-07-25,9.6
VEH-166,2026-03-05,replacement,1914.89,Replacement - scheduled,MECH-20,162567,2026-11-16,1.2
VEH-103,2025-12-06,repair,933.92,Repair - preventive,MECH-14,27914,2026-08-18,15.0
VEH-149,2025-10-21,tire_rotation,1776.35,Tire Rotation - routine,MECH-11,61709,2026-06-26,18.6
VEH-147,2025-12-10,general_check,69.59,General Check - routine,MECH-20,34496,2026-02-16,5.6
VEH-048,2025-04-19,replacement,1143.98,Replacement - preventive,MECH-14,46047,2026-02-20,1.4
VEH-161,2026-03-07,tire_rotation,1663.27,Tire Rotation - emergency,MECH-16,101988,2026-08-01,5.9
VEH-054,2024-06-13,replacement,873.19,Replacement - preventive,MECH-19,45592,2025-02-20,17.9
VEH-009,2025-02-27,brake_service,1131.14,Brake Service - emergency,MECH-7,166357,2026-01-03,3.8
VEH-066,2024-10-20,replacement,1445.87,Replacement - emergency,MECH-14,177232,2025-02-01,20.3
VEH-091,2025-07-02,oil_change,963.83,Oil Change - emergency,MECH-4,90381,2026-02-09,12.7
VEH-032,2026-03-14,general_check,764.46,General Check - emergency,MECH-10,26310,2026-11-20,7.4
VEH-004,2025-11-27,tire_rotation,1415.2,Tire Rotation - preventive,MECH-19,130736,2026-05-08,6.1
VEH-120,2024-06-20,inspection,866.45,Inspection - scheduled,MECH-10,68889,2024-12-24,1.8
VEH-298,2024-11-15,brake_service,648.87,Brake Service - scheduled,MECH-18,44807,2025-04-19,6.8
VEH-081,2025-02-03,oil_change,1281.4,Oil Change - routine,MECH-13,92483,2025-07-17,4.1
VEH-095,2024-11-03,brake_service,824.17,Brake Service - routine,MECH-12,160332,2025-01-19,14.5
VEH-213,2024-05-22,brake_service,1348.77,Brake Service - preventive,MECH-6,111359,2025-01-31,18.2
VEH-036,2025-11-30,brake_service,1194.6,Brake Service - emergency,MECH-16,191236,2026-06-07,15.2
VEH-276,2026-03-06,oil_change,1376.98,Oil Change - routine,MECH-10,148948,2027-02-07,8.3
VEH-214,2024-09-16,oil_change,231.87,Oil Change - emergency,MECH-12,56463,2024-10-28,14.7
VEH-248,2024-07-28,oil_change,1716.68,Oil Change - emergency,MECH-13,78737,2024-11-17,15.9
VEH-182,2025-02-11,replacement,1302.44,Replacement - emergency,MECH-7,197279,2025-10-25,9.9
VEH-284,2024-07-21,general_check,1480.46,General Check - emergency,MECH-14,116116,2024-12-11,15.0
VEH-294,2025-06-10,general_check,1934.37,General Check - emergency,MECH-4,44993,2025-09-27,23.4
VEH-261,2024-10-24,tire_rotation,1223.21,Tire Rotation - scheduled,MECH-10,73919,2025-06-26,16.6
VEH-139,2026-03-29,oil_change,690.52,Oil Change - preventive,MECH-11,148004,2027-02-26,23.8
VEH-099,2025-09-01,replacement,369.4,Replacement - routine,MECH-17,163466,2025-11-30,20.4
VEH-127,2025-02-23,tire_rotation,1848.17,Tire Rotation - preventive,MECH-5,177085,2025-09-23,11.4
VEH-288,2024-10-18,oil_change,843.77,Oil Change - routine,MECH-14,108664,2025-08-08,6.6
VEH-257,2024-11-24,replacement,1462.81,Replacement - scheduled,MECH-5,63114,2025-03-08,15.4
VEH-109,2025-11-25,repair,1411.06,Repair - preventive,MECH-16,166484,2026-10-18,3.7
VEH-179,2024-12-27,replacement,1681.0,Replacement - routine,MECH-14,199415,,16.1
VEH-072,2024-09-14,replacement,1800.73,Replacement - preventive,MECH-20,114334,2025-02-26,14.0
VEH-194,2024-05-02,inspection,1187.43,Inspection - emergency,MECH-7,162253,2024-08-17,23.1
VEH-234,2025-11-18,inspection,1973.46,Inspection - routine,MECH-15,88965,2026-01-18,13.7
VEH-149,2024-05-08,inspection,1340.98,Inspection - routine,MECH-16,79115,,10.5
VEH-163,2024-05-03,tire_rotation,214.09,Tire Rotation - scheduled,MECH-13,116987,2025-03-17,2.2
VEH-147,2024-07-13,tire_rotation,1665.19,Tire Rotation - preventive,MECH-16,77371,2025-02-01,9.2
VEH-030,2025-03-23,brake_service,1484.14,Brake Service - routine,MECH-17,121887,2025-09-23,11.5
VEH-214,2024-05-31,tire_rotation,873.05,Tire Rotation - emergency,MECH-15,158105,2024-10-13,20.2
VEH-128,2025-03-07,oil_change,1536.26,Oil Change - emergency,MECH-1,96196,2025-10-09,11.3
VEH-063,2026-01-07,inspection,1347.41,Inspection - routine,MECH-15,153978,2026-03-26,6.2
VEH-002,2026-04-13,brake_service,1956.1,Brake Service - scheduled,MECH-6,76140,2027-02-28,12.6
VEH-066,2025-05-08,brake_service,702.42,Brake Service - routine,MECH-15,141808,2026-01-05,23.6
VEH-245,2025-07-30,replacement,1324.81,Replacement - routine,MECH-8,14225,2026-07-12,5.4
VEH-157,2026-03-02,replacement,59.08,Replacement - scheduled,MECH-10,192952,2027-02-03,8.2
VEH-071,2025-11-11,oil_change,1601.49,Oil Change - routine,MECH-18,119145,2026-02-28,9.3
VEH-077,2026-03-11,replacement,1458.84,Replacement - scheduled,MECH-20,110356,2027-01-21,18.6
VEH-039,2024-05-20,replacement,1944.97,Replacement - emergency,MECH-2,158200,2024-07-25,9.2
VEH-173,2024-05-28,tire_rotation,871.5,Tire Rotation - emergency,MECH-13,93546,2025-01-08,4.8
VEH-076,2025-02-12,tire_rotation,1277.27,Tire Rotation - scheduled,MECH-17,100942,2025-11-12,10.1
VEH-128,2025-02-19,repair,893.93,Repair - emergency,MECH-13,84411,2025-12-06,8.6
VEH-111,2026-03-12,tire_rotation,1872.68,Tire Rotation - scheduled,MECH-1,184253,2026-10-02,20.1
VEH-168,2024-07-19,tire_rotation,1338.97,,MECH-16,168526,2024-10-17,6.7
VEH-004,2025-06-19,repair,753.08,Repair - scheduled,MECH-5,62839,2025-09-05,5.3
VEH-253,2024-08-25,brake_service,1459.46,Brake Service - routine,MECH-4,171349,2025-02-15,22.5
VEH-015,2025-09-25,inspection,1182.66,Inspection - routine,MECH-13,40070,2025-10-26,4.7
VEH-142,2025-01-09,repair,1734.5,Repair - scheduled,MECH-12,22442,2025-08-31,14.6
VEH-246,2024-05-09,general_check,1236.66,General Check - scheduled,MECH-9,141853,,8.3
VEH-210,2025-09-18,repair,336.75,Repair - preventive,MECH-5,63649,,7.2
VEH-135,2025-03-01,general_check,737.48,General Check - preventive,MECH-10,195726,2025-10-08,23.6
VEH-295,2025-04-20,brake_service,666.8,Brake Service - emergency,MECH-1,67922,2025-05-25,3.0
VEH-147,2024-12-05,repair,1457.41,Repair - emergency,MECH-8,94403,2025-10-07,15.1
VEH-199,2025-09-27,tire_rotation,359.65,Tire Rotation - emergency,MECH-20,107603,2026-07-04,14.7
VEH-176,2025-12-15,oil_change,801.04,Oil Change - routine,MECH-7,38097,2026-08-13,1.5
VEH-095,2024-12-01,general_check,679.46,General Check - scheduled,MECH-2,141608,2025-07-03,15.7
VEH-010,2026-01-17,tire_rotation,1508.41,Tire Rotation - emergency,MECH-1,31794,2026-04-06,18.1
VEH-279,2025-12-04,tire_rotation,1371.06,Tire Rotation - emergency,MECH-9,13484,2026-07-10,5.6
VEH-134,2025-03-17,brake_service,1749.73,Brake Service - emergency,MECH-11,65913,2025-06-17,17.9
VEH-078,2025-03-14,repair,465.96,Repair - emergency,MECH-12,160523,2025-10-03,16.9
VEH-144,2026-04-13,repair,507.04,Repair - emergency,MECH-17,114863,2026-09-09,4.8
VEH-184,2024-10-31,oil_change,1223.47,Oil Change - scheduled,MECH-15,130696,2025-01-09,5.2
VEH-215,2025-08-08,replacement,1449.6,Replacement - scheduled,MECH-7,134883,2026-07-10,19.6
VEH-039,2024-10-20,oil_change,377.77,Oil Change - scheduled,MECH-4,178798,2025-06-04,16.6
VEH-146,2026-02-19,brake_service,1659.59,Brake Service - emergency,MECH-17,147370,2026-06-12,16.2
VEH-211,2025-03-20,oil_change,1607.6,Oil Change - scheduled,MECH-20,180352,2025-06-28,2.8
VEH-215,2024-05-19,general_check,815.54,General Check - scheduled,MECH-10,87534,2024-06-24,2.1
VEH-281,2024-04-28,oil_change,1156.95,Oil Change - emergency,MECH-19,120765,2025-02-13,4.4
VEH-061,2024-09-30,general_check,821.68,General Check - scheduled,MECH-9,59288,,8.5
VEH-077,2025-04-20,general_check,1661.15,General Check - preventive,MECH-2,92835,2025-05-28,19.0
VEH-090,2025-11-15,tire_rotation,1388.68,Tire Rotation - routine,MECH-19,28884,2026-10-25,9.9
VEH-182,2025-10-28,brake_service,1063.53,Brake Service - scheduled,MECH-3,124097,2026-06-03,4.5
VEH-084,2024-04-29,inspection,1633.58,Inspection - scheduled,MECH-19,135469,2025-04-07,18.8
VEH-061,2025-05-16,tire_rotation,1060.44,,MECH-3,83118,2025-11-09,7.8
VEH-092,2026-01-01,brake_service,1216.94,Brake Service - emergency,MECH-1,105888,2026-07-30,23.5
VEH-168,2025-01-19,inspection,897.55,Inspection - preventive,MECH-9,52910,2025-09-21,3.9
VEH-236,2025-03-18,inspection,248.69,Inspection - preventive,MECH-19,61210,2025-07-19,22.8
VEH-093,2024-06-12,replacement,117.23,Replacement - scheduled,MECH-2,50338,2025-03-09,16.0
VEH-066,2025-01-17,tire_rotation,424.74,Tire Rotation - routine,MECH-11,175634,2025-04-08,17.2
VEH-085,2025-01-14,tire_rotation,165.79,Tire Rotation - routine,MECH-6,176631,2025-09-07,7.2
VEH-135,2026-03-18,replacement,546.1,Replacement - preventive,MECH-14,59071,2027-01-04,13.7
VEH-030,2026-04-02,general_check,1845.17,General Check - emergency,MECH-13,37525,,4.2
VEH-150,2024-09-09,tire_rotation,1555.7,Tire Rotation - preventive,MECH-17,75039,2025-03-28,23.5
VEH-007,2025-06-20,oil_change,1320.72,Oil Change - scheduled,MECH-12,170713,2025-08-25,12.1
VEH-084,2025-11-04,tire_rotation,1068.28,Tire Rotation - emergency,MECH-19,159234,2026-05-13,18.0
VEH-283,2025-08-15,tire_rotation,1717.67,Tire Rotation - scheduled,MECH-4,142987,2025-10-16,5.2
VEH-035,2024-11-14,replacement,301.32,Replacement - preventive,MECH-6,73072,2025-05-06,2.0
VEH-159,2025-02-01,repair,296.91,Repair - routine,MECH-19,168070,2025-12-13,8.1
VEH-020,2024-12-11,brake_service,1161.34,Brake Service - emergency,MECH-13,100751,2025-04-19,16.9
VEH-050,2024-09-30,brake_service,427.31,Brake Service - emergency,MECH-11,61481,2024-12-04,14.5
VEH-210,2024-07-05,inspection,508.88,Inspection - scheduled,MECH-11,184139,2025-03-30,23.0
VEH-112,2025-02-21,repair,272.18,Repair - preventive,MECH-18,43887,2025-06-02,11.5
VEH-058,2026-01-11,brake_service,1394.72,Brake Service - preventive,MECH-19,119201,2026-12-14,17.8
VEH-073,2025-04-20,brake_service,369.26,Brake Service - preventive,MECH-4,40946,2026-01-11,2.1
VEH-275,2026-01-29,inspection,1363.03,Inspection - scheduled,MECH-4,171249,2026-10-09,20.1
VEH-293,2025-02-18,repair,50.68,Repair - scheduled,MECH-20,17003,2025-05-28,5.7
VEH-255,2025-09-21,repair,1235.53,Repair - routine,MECH-7,131436,2026-02-07,23.5
VEH-001,2024-05-11,repair,1052.14,Repair - routine,MECH-10,84332,2024-11-18,6.7
VEH-005,2024-12-06,inspection,411.95,Inspection - preventive,MECH-18,65972,2025-03-10,15.4
VEH-194,2025-10-27,brake_service,1446.54,Brake Service - scheduled,MECH-1,144396,2026-08-04,2.0
VEH-093,2024-04-29,oil_change,445.94,Oil Change - emergency,MECH-6,98212,2025-04-19,7.8
VEH-066,2026-02-06,general_check,1118.75,General Check - scheduled,MECH-11,187631,2027-01-12,12.3
VEH-050,2024-07-01,tire_rotation,747.13,Tire Rotation - scheduled,MECH-1,149100,2025-01-23,18.5
VEH-184,2026-04-06,oil_change,1057.12,Oil Change - preventive,MECH-17,46493,2027-02-25,19.4
VEH-193,2025-07-14,replacement,1992.93,,MECH-14,77675,,23.0
VEH-265,2024-09-06,inspection,59.39,Inspection - emergency,MECH-19,59148,2025-01-19,2.0
VEH-048,2025-08-06,general_check,1795.31,General Check - scheduled,MECH-13,66227,2025-09-21,19.4
VEH-031,2025-09-17,repair,1277.28,Repair - emergency,MECH-16,63214,2026-04-29,21.2
VEH-086,2025-11-19,oil_change,1772.07,Oil Change - routine,MECH-8,161851,2026-11-02,12.8
VEH-193,2024-10-27,oil_change,269.26,Oil Change - emergency,MECH-10,105448,2025-02-16,1.4
VEH-162,2024-12-02,repair,436.92,Repair - routine,MECH-15,122419,2025-03-13,20.6
VEH-233,2024-09-23,oil_change,1152.03,Oil Change - emergency,MECH-9,32785,2025-06-21,18.8
VEH-072,2025-01-16,oil_change,604.22,Oil Change - scheduled,MECH-2,179106,2025-03-06,17.6
VEH-209,2025-01-09,replacement,247.33,Replacement - routine,MECH-5,126545,2026-01-08,23.6
VEH-085,2025-09-25,general_check,1131.75,General Check - preventive,MECH-8,150102,2025-12-23,20.7
VEH-239,2026-02-21,brake_service,540.31,Brake Service - preventive,MECH-13,96848,2026-06-13,10.8
VEH-071,2024-10-28,replacement,1292.33,,MECH-1,99890,2025-08-05,7.4
VEH-021,2025-05-10,tire_rotation,1128.26,Tire Rotation - routine,MECH-1,165715,2026-02-07,11.1
VEH-272,2025-06-21,tire_rotation,486.41,Tire Rotation - emergency,MECH-9,78839,2026-02-01,19.2
VEH-217,2024-10-12,brake_service,1193.05,Brake Service - preventive,MECH-19,149876,2025-08-29,7.0
VEH-111,2024-09-02,general_check,1251.52,General Check - routine,MECH-10,161054,2025-05-15,13.6
VEH-018,2024-08-02,inspection,962.31,Inspection - preventive,MECH-20,114251,2024-12-22,3.6
VEH-179,2024-08-27,inspection,711.47,Inspection - emergency,MECH-4,177666,2025-03-21,18.3
VEH-032,2024-07-04,tire_rotation,207.11,Tire Rotation - routine,MECH-17,106424,2025-01-31,15.0
VEH-246,2025-04-22,brake_service,1690.03,Brake Service - preventive,MECH-17,55134,,20.4
VEH-104,2025-01-08,oil_change,726.5,Oil Change - scheduled,MECH-15,199272,2025-02-12,4.1
VEH-172,2026-01-28,brake_service,1471.29,Brake Service - scheduled,MECH-7,173407,2026-10-24,14.8
VEH-115,2025-06-22,brake_service,1009.7,Brake Service - emergency,MECH-6,32940,2025-07-27,16.0
VEH-155,2026-04-10,inspection,1947.89,Inspection - routine,MECH-5,186874,2026-12-11,5.7
VEH-101,2025-06-06,repair,1140.2,Repair - scheduled,MECH-10,105861,2025-09-30,3.0
VEH-215,2024-09-21,brake_service,1397.34,Brake Service - preventive,MECH-12,179840,2025-02-07,8.5
VEH-166,2024-06-17,tire_rotation,1562.94,Tire Rotation - preventive,MECH-19,190808,2024-07-30,2.1
VEH-276,2024-06-26,oil_change,1757.56,Oil Change - preventive,MECH-13,97585,2025-04-09,1.4
VEH-037,2024-08-12,tire_rotation,322.45,Tire Rotation - routine,MECH-6,25291,2024-12-13,20.0
VEH-072,2026-02-26,tire_rotation,1127.47,Tire Rotation - preventive,MECH-8,34354,2026-12-16,11.3
VEH-110,2025-06-14,repair,92.63,Repair - routine,MECH-4,169318,2026-06-13,4.8
VEH-085,2025-12-29,brake_service,1614.8,Brake Service - preventive,MECH-10,20631,2026-06-03,11.0
VEH-079,2024-10-14,brake_service,1105.16,Brake Service - routine,MECH-16,193644,2025-06-23,23.8
VEH-168,2026-04-11,general_check,1104.88,General Check - scheduled,MECH-19,63181,2027-04-05,6.4
VEH-283,2024-07-25,tire_rotation,1916.74,Tire Rotation - emergency,MECH-4,65960,2025-04-01,8.6
VEH-193,2025-08-04,repair,1463.12,Repair - emergency,MECH-8,107340,2025-11-25,17.1
VEH-107,2025-05-14,general_check,575.63,General Check - emergency,MECH-18,92795,2025-08-24,8.6
VEH-203,2024-11-29,replacement,1186.86,Replacement - routine,MECH-1,17711,2025-05-23,23.7
VEH-141,2024-11-24,brake_service,1770.17,Brake Service - routine,MECH-14,185873,2025-03-03,21.2
VEH-132,2024-07-09,brake_service,926.07,Brake Service - scheduled,MECH-1,62970,2025-02-12,15.5
VEH-200,2025-07-21,replacement,1405.44,Replacement - emergency,MECH-2,58074,2026-05-13,16.2
VEH-259,2026-02-12,inspection,1481.61,Inspection - scheduled,MECH-10,77795,2026-09-26,10.7
VEH-063,2025-02-17,oil_change,1759.55,Oil Change - routine,MECH-19,102382,2026-01-13,4.3
VEH-244,2025-10-12,repair,742.62,Repair - scheduled,MECH-4,108496,2026-05-03,17.0
VEH-289,2025-07-20,general_check,1132.33,General Check - scheduled,MECH-20,66768,2026-05-06,8.0
VEH-047,2025-02-24,general_check,1204.19,General Check - preventive,MECH-8,58780,2025-10-26,9.7
VEH-176,2024-06-02,replacement,1994.94,Replacement - scheduled,MECH-13,117540,2025-04-26,10.6
VEH-178,2025-10-12,replacement,1641.29,Replacement - routine,MECH-6,155762,2026-10-07,17.1
VEH-025,2026-03-17,replacement,1257.65,Replacement - preventive,MECH-7,89018,2026-05-21,20.9
VEH-112,2024-11-15,brake_service,456.4,Brake Service - scheduled,MECH-19,116418,2025-05-26,8.9
VEH-090,2024-11-16,tire_rotation,202.37,Tire Rotation - scheduled,MECH-6,70368,2025-07-15,15.4
VEH-148,2024-07-13,brake_service,1339.53,Brake Service - preventive,MECH-7,59567,2025-01-04,4.4
VEH-214,2025-05-13,replacement,1691.26,Replacement - routine,MECH-12,153039,2026-02-05,1.6
VEH-003,2025-03-31,oil_change,1083.33,Oil Change - routine,MECH-17,172610,,19.3
VEH-299,2026-03-03,repair,1749.99,Repair - scheduled,MECH-3,174605,2026-09-29,12.4
VEH-237,2025-01-25,tire_rotation,355.75,Tire Rotation - routine,MECH-11,199716,2025-10-24,2.7
VEH-147,2024-12-07,general_check,102.65,General Check - emergency,MECH-7,52134,2025-01-24,9.2
VEH-281,2025-03-11,inspection,460.98,Inspection - scheduled,MECH-4,139229,2025-08-29,8.7
VEH-031,2025-03-15,brake_service,1846.23,Brake Service - scheduled,MECH-7,10194,2025-11-06,1.2
VEH-257,2025-12-23,repair,1978.15,Repair - emergency,MECH-11,188406,2026-09-15,3.0
VEH-241,2024-09-12,inspection,491.04,Inspection - emergency,MECH-2,93819,2024-12-21,11.1
VEH-071,2024-09-02,replacement,764.13,Replacement - preventive,MECH-15,155785,,3.5
VEH-188,2026-01-05,replacement,1250.97,Replacement - routine,MECH-11,138503,2026-12-14,5.4
VEH-228,2025-09-11,tire_rotation,519.2,Tire Rotation - emergency,MECH-5,36485,2026-09-11,3.9
VEH-270,2024-07-02,brake_service,1827.15,Brake Service - routine,MECH-10,152577,2025-06-11,21.9
VEH-262,2024-07-21,repair,774.46,Repair - preventive,MECH-19,143888,2025-01-12,8.0
VEH-158,2025-11-23,brake_service,1337.18,Brake Service - scheduled,MECH-14,12727,2026-10-02,14.1
VEH-183,2024-09-03,replacement,833.49,Replacement - scheduled,MECH-17,169385,2025-02-11,15.9
VEH-102,2024-07-11,oil_change,684.31,Oil Change - routine,MECH-10,81795,2025-03-08,14.7
VEH-023,2025-06-04,oil_change,1922.5,Oil Change - emergency,MECH-1,37286,2025-10-16,7.9
VEH-077,2026-03-08,tire_rotation,1181.54,,MECH-11,20044,2027-02-23,18.3
VEH-102,2025-03-20,general_check,428.81,General Check - preventive,MECH-5,75066,2025-11-25,5.3
VEH-157,2025-03-05,replacement,683.91,,MECH-14,29095,2026-03-01,21.9
VEH-107,2026-03-28,brake_service,462.68,Brake Service - preventive,MECH-15,91348,2027-02-08,7.3
VEH-262,2024-11-04,replacement,1423.52,Replacement - scheduled,MECH-10,133035,2025-02-17,3.1
VEH-159,2024-05-24,tire_rotation,1499.26,Tire Rotation - scheduled,MECH-5,101164,2025-05-16,19.9
VEH-080,2024-06-18,general_check,1149.19,General Check - scheduled,MECH-10,79752,2024-07-23,12.2
VEH-117,2025-08-20,brake_service,694.83,Brake Service - routine,MECH-12,29095,2026-01-15,10.2
VEH-003,2025-12-28,replacement,424.88,Replacement - emergency,MECH-10,156783,2026-03-07,2.0
VEH-233,2026-01-26,brake_service,608.19,Brake Service - emergency,MECH-12,47519,,12.7
VEH-167,2024-11-18,repair,347.3,Repair - routine,MECH-2,193489,2025-05-21,9.1
VEH-269,2024-04-22,inspection,1926.95,Inspection - emergency,MECH-1,18525,2024-09-25,13.6
VEH-061,2026-02-10,brake_service,303.06,Brake Service - scheduled,MECH-4,177203,2026-10-05,12.1
VEH-028,2025-07-02,replacement,449.7,Replacement - preventive,MECH-12,196605,2025-12-08,5.1
VEH-168,2026-01-22,inspection,556.1,Inspection - scheduled,MECH-18,136414,2026-05-31,13.9
VEH-126,2024-12-15,inspection,1356.32,Inspection - preventive,MECH-4,74520,2025-07-28,3.5
VEH-262,2024-08-15,repair,494.45,Repair - emergency,MECH-20,108511,2024-10-07,15.8
VEH-116,2026-01-13,replacement,1051.27,Replacement - scheduled,MECH-5,38264,2026-08-03,15.4
VEH-024,2024-07-25,tire_rotation,693.23,Tire Rotation - scheduled,MECH-20,33272,2025-04-29,19.8
VEH-087,2025-08-28,tire_rotation,214.21,Tire Rotation - scheduled,MECH-6,110388,2025-12-04,3.9
VEH-276,2024-09-12,inspection,1370.2,Inspection - preventive,MECH-13,54410,2025-07-12,8.0
VEH-051,2026-04-02,general_check,1225.34,General Check - routine,MECH-5,21424,2026-05-10,6.6
