date,location,fuel_type,price_per_liter,station_brand
2025-08-08,Dusseldorf,e10,1.49,Shell
2026-04-10,Dusseldorf,diesel,1.567,Total
2026-01-16,Dusseldorf,e10,1.278,BP
2024-10-29,Stuttgart,petrol,1.892,Aral
2024-09-08,Dresden,e5,1.535,BP
2024-11-09,Dortmund,e5,2.142,Shell
2025-04-24,Frankfurt,diesel,1.568,Rewe
2025-04-14,Leipzig,e10,1.512,Shell
2025-06-03,Leipzig,electric,0.231,Aral
2025-07-05,Frankfurt,e5,2.116,Shell
2025-04-20,Munich,diesel,1.933,Total
2025-12-20,Dortmund,petrol,1.916,BP
2025-02-07,Dusseldorf,e10,1.813,Shell
2026-03-25,Cologne,e5,1.659,Shell
2026-02-11,Hamburg,diesel,1.247,Aral
2025-09-12,Frankfurt,e5,2.093,BP
2024-10-22,Munich,petrol,1.744,Shell
2024-05-07,Dortmund,diesel,1.306,Shell
2025-08-20,Leipzig,electric,0.307,Shell
2025-07-11,Stuttgart,e10,2.03,Total
2025-02-07,Berlin,petrol,1.297,Aral
2024-07-29,Dresden,e5,2.178,EDEKA
2025-06-25,Berlin,diesel,1.227,Shell
2026-03-29,Munich,e5,1.654,Shell
2025-02-24,Cologne,electric,0.202,Shell
2024-06-14,Leipzig,e5,1.927,EDEKA
2024-11-24,Dortmund,e10,1.561,EDEKA
2024-10-24,Stuttgart,e5,2.081,Total
2024-12-10,Stuttgart,diesel,1.924,Total
2025-02-02,Leipzig,e10,1.728,Total
2025-01-16,Stuttgart,diesel,2.026,Total
2025-04-01,Dusseldorf,petrol,2.0,Aral
2024-05-04,Leipzig,petrol,2.178,Total
2024-10-29,Munich,electric,0.428,Rewe
2025-06-22,Leipzig,diesel,1.389,Rewe
2025-10-11,Frankfurt,e5,1.63,Total
2026-03-10,Leipzig,electric,0.371,Shell
2025-11-11,Dortmund,e10,1.448,Rewe
2025-04-19,Cologne,e5,1.401,BP
2025-03-07,Dortmund,electric,0.296,Aral
2025-07-06,Dresden,diesel,1.753,EDEKA
2026-02-28,Cologne,electric,0.372,Rewe
2026-02-19,Munich,e10,1.703,EDEKA
2025-09-19,Dortmund,e5,1.711,Aral
2025-06-28,Cologne,e5,1.247,EDEKA
2024-07-03,Dresden,e5,1.501,BP
2025-09-26,Cologne,petrol,2.123,Aral
2024-10-27,Stuttgart,e10,1.427,EDEKA
2026-03-19,Dusseldorf,petrol,1.372,Shell
2025-04-23,Frankfurt,diesel,1.647,BP
2025-06-29,Dresden,diesel,1.37,BP
2024-10-08,Frankfurt,e5,1.772,BP
2025-08-10,Berlin,diesel,2.104,Aral
2024-04-15,Cologne,diesel,2.083,Aral
2025-02-09,Leipzig,diesel,1.568,BP
2026-03-10,Berlin,electric,0.348,EDEKA
2025-06-25,Frankfurt,e5,2.035,BP
2025-08-20,Leipzig,e10,2.128,Aral
2025-07-06,Berlin,electric,0.484,Total
2024-07-12,Dortmund,electric,0.412,EDEKA
2024-12-07,Frankfurt,diesel,6.369000000000001,Rewe
2025-08-01,Dresden,electric,0.435,Rewe
2025-09-16,Leipzig,petrol,1.378,Shell
2025-10-12,Munich,e5,1.483,Total
2026-03-21,Frankfurt,electric,0.452,Shell
2025-05-09,Frankfurt,electric,0.236,Rewe
2025-03-08,Berlin,petrol,1.76,Rewe
2025-10-24,Berlin,e5,1.993,Total
2024-12-15,Stuttgart,e5,2.005,Rewe
2025-03-08,Leipzig,electric,0.452,Total
2025-07-04,Frankfurt,electric,0.446,EDEKA
2025-05-02,Dortmund,e10,1.483,Shell
2026-03-11,Frankfurt,petrol,2.197,Total
2025-02-14,Dusseldorf,e5,1.641,Shell
2025-01-17,Dresden,e5,1.543,Aral
2024-11-24,Dusseldorf,electric,0.469,EDEKA
2026-01-07,Stuttgart,e10,2.14,Aral
2026-01-07,Stuttgart,electric,0.424,BP
2026-02-10,Cologne,e10,1.695,Rewe
2024-11-14,Berlin,petrol,2.073,Aral
2025-08-01,Dortmund,diesel,1.959,Shell
2025-12-28,Frankfurt,e5,1.231,EDEKA
2025-03-08,Cologne,e10,3.63,Total
2024-09-29,Cologne,petrol,2.036,EDEKA
2024-08-09,Dresden,e5,1.501,Total
2025-07-27,Dusseldorf,diesel,1.668,Aral
2026-04-11,Dresden,electric,0.238,Shell
2024-09-30,Hamburg,e5,2.162,BP
2025-04-06,Berlin,electric,0.331,Total
2024-05-29,Frankfurt,e10,1.474,BP
2024-09-29,Munich,electric,0.471,Shell
2024-06-18,Hamburg,petrol,1.869,BP
2024-06-21,Frankfurt,petrol,2.068,BP
2025-09-26,Hamburg,diesel,1.817,Aral
2025-10-06,Dortmund,electric,0.252,Rewe
2025-12-18,Dresden,electric,0.423,Rewe
2025-07-12,Dortmund,electric,0.447,Shell
2024-10-19,Dortmund,petrol,1.913,Rewe
2024-10-16,Berlin,electric,0.304,Aral
2024-10-30,Stuttgart,e10,1.37,Aral
2024-07-10,Dusseldorf,electric,0.423,Shell
2026-03-24,Dortmund,electric,0.419,Shell
2025-03-21,Cologne,diesel,1.945,BP
2025-04-09,Frankfurt,e10,4.3950000000000005,Aral
2025-01-15,Dortmund,e5,1.346,BP
2025-12-06,Dusseldorf,petrol,1.767,Aral
2024-12-02,Cologne,electric,0.387,Total
2024-11-21,Frankfurt,petrol,4.131,Rewe
2024-10-29,Dortmund,petrol,1.813,Shell
2025-04-19,Stuttgart,e5,1.897,Total
2025-12-20,Dresden,petrol,1.505,Rewe
2024-06-28,Dusseldorf,e5,2.09,EDEKA
2025-01-17,Berlin,e10,1.725,BP
2024-08-30,Frankfurt,e5,1.205,Shell
2025-05-27,Stuttgart,diesel,1.326,Aral
2024-12-14,Munich,petrol,1.275,Shell
2025-12-24,Dusseldorf,diesel,1.307,BP
2026-03-30,Munich,electric,0.377,Rewe
2025-10-24,Frankfurt,electric,0.262,Total
2026-02-03,Dresden,e10,1.621,BP
2025-08-14,Cologne,electric,0.335,Rewe
2024-09-22,Hamburg,petrol,1.362,BP
2025-10-07,Cologne,e10,2.148,Total
2024-08-07,Leipzig,electric,0.328,Total
2025-08-26,Berlin,electric,0.227,BP
2025-11-25,Dortmund,diesel,1.381,EDEKA
2024-07-15,Frankfurt,e10,1.76,Rewe
2025-05-17,Leipzig,petrol,1.894,EDEKA
2025-04-12,Leipzig,electric,0.206,Aral
2025-12-28,Stuttgart,e10,1.42,EDEKA
2025-05-26,Dortmund,diesel,1.378,Total
2025-07-07,Cologne,electric,0.282,EDEKA
2026-04-02,Hamburg,diesel,1.861,BP
2024-07-07,Stuttgart,e5,2.16,Total
2025-08-26,Munich,diesel,1.296,Aral
2025-04-27,Berlin,petrol,5.574,Rewe
2024-09-15,Leipzig,petrol,1.401,Aral
2025-06-30,Frankfurt,electric,0.206,EDEKA
2025-10-30,Leipzig,e10,1.227,EDEKA
2025-01-01,Hamburg,electric,0.395,Shell
2025-11-05,Cologne,e5,1.322,Shell
2024-08-05,Leipzig,e10,1.277,Rewe
2025-08-12,Dusseldorf,diesel,1.985,Rewe
2024-11-18,Dusseldorf,e5,1.536,Rewe
2024-08-31,Stuttgart,e10,1.938,Total
2025-01-31,Leipzig,e5,1.209,Rewe
2025-03-03,Berlin,diesel,1.526,EDEKA
2024-10-08,Munich,e5,1.517,Shell
2025-06-15,Dresden,e10,2.009,Aral
2026-04-01,Frankfurt,electric,0.286,BP
2025-06-11,Leipzig,e5,1.59,BP
2024-05-18,Cologne,e5,1.649,Shell
2026-02-14,Dresden,petrol,1.279,Total
2026-04-13,Frankfurt,electric,0.325,Shell
2025-12-18,Dortmund,e10,1.831,Aral
2026-03-31,Leipzig,e5,2.069,BP
2025-07-30,Dortmund,diesel,1.992,Total
2024-10-15,Hamburg,e10,1.572,BP
2025-02-13,Hamburg,diesel,1.65,Total
2024-08-16,Hamburg,petrol,5.49,Rewe
2026-04-08,Dortmund,e10,1.402,Total
2024-12-23,Leipzig,petrol,1.366,Rewe
2024-09-18,Frankfurt,e5,1.421,Total
2024-04-20,Dusseldorf,electric,0.246,Shell
2024-10-03,Stuttgart,electric,0.276,Total
2024-08-09,Leipzig,e10,1.458,Shell
2024-04-24,Stuttgart,diesel,1.444,Rewe
2024-04-17,Dresden,e10,1.469,Total
2025-03-02,Dresden,petrol,2.107,Rewe
2024-06-09,Dusseldorf,petrol,1.877,Aral
2024-12-10,Dusseldorf,e10,1.425,Aral
2024-12-10,Stuttgart,petrol,1.41,Rewe
2024-07-13,Leipzig,diesel,1.622,Total
2026-03-13,Cologne,e10,1.908,EDEKA
2026-04-09,Munich,e10,1.482,Rewe
2025-11-22,Leipzig,e5,1.924,Total
2024-08-13,Berlin,e10,1.475,EDEKA
2025-07-01,Hamburg,diesel,1.323,Rewe
2025-07-18,Dusseldorf,e10,2.101,BP
2025-10-30,Frankfurt,e10,1.326,Rewe
2026-01-18,Leipzig,e10,1.835,EDEKA
2024-05-23,Dusseldorf,diesel,1.666,BP
2024-09-29,Frankfurt,e10,1.88,BP
2025-04-02,Dortmund,petrol,1.712,Shell
2025-03-25,Dortmund,electric,0.24,Aral
2025-06-08,Cologne,e5,2.017,Shell
2024-09-05,Cologne,e10,2.017,Total
2025-05-19,Leipzig,electric,0.301,EDEKA
2025-02-20,Leipzig,electric,0.425,BP
2025-12-24,Dusseldorf,e5,1.242,Total
2026-03-08,Dresden,petrol,6.465,Aral
2024-09-10,Frankfurt,e5,1.759,Aral
2024-05-21,Berlin,electric,0.46,Aral
2025-06-01,Munich,e5,1.956,BP
2024-06-04,Leipzig,diesel,1.851,Aral
2025-03-11,Leipzig,e10,1.699,Total
2026-03-26,Leipzig,petrol,1.273,Rewe
2024-12-18,Cologne,petrol,1.404,Aral
2024-09-16,Dortmund,petrol,1.717,Aral
2026-03-15,Leipzig,diesel,1.408,EDEKA
2024-12-23,Dusseldorf,e10,2.038,Rewe
2025-01-13,Frankfurt,e5,2.001,Total
2025-11-07,Berlin,electric,0.389,Rewe
2024-08-23,Frankfurt,diesel,1.749,BP
2024-10-13,Dortmund,diesel,1.95,BP
2025-12-09,Cologne,e10,1.625,Rewe
2026-02-03,Frankfurt,e10,1.804,Shell
2025-08-09,Leipzig,diesel,1.957,Aral
2026-01-02,Leipzig,diesel,1.601,Shell
2024-05-10,Leipzig,e5,1.706,EDEKA
2025-12-25,Dortmund,e5,1.349,Rewe
2026-04-12,Cologne,electric,0.256,EDEKA
2025-12-31,Leipzig,e5,1.384,Total
2024-09-08,Cologne,electric,0.209,Shell
2024-12-22,Frankfurt,diesel,1.88,Aral
2025-11-02,Hamburg,electric,0.378,EDEKA
2025-09-08,Berlin,electric,0.306,Shell
2026-01-15,Dortmund,petrol,1.572,BP
2025-06-09,Munich,e10,1.975,Rewe
2024-09-13,Munich,e10,1.663,Rewe
2024-11-23,Hamburg,diesel,1.35,Rewe
2025-03-24,Stuttgart,e5,1.626,Total
2024-07-04,Dortmund,e10,2.105,Total
2026-02-07,Munich,diesel,1.909,Shell
2026-04-13,Stuttgart,diesel,1.625,Aral
2024-04-30,Munich,e10,2.085,EDEKA
2025-12-17,Frankfurt,electric,0.318,EDEKA
2024-12-20,Berlin,e10,1.222,BP
2024-07-17,Dresden,e5,1.833,Rewe
2025-02-12,Munich,e10,1.594,Total
2025-01-12,Frankfurt,diesel,1.307,Total
2024-12-16,Munich,petrol,1.512,Shell
2024-12-09,Leipzig,diesel,2.155,Shell
2024-12-09,Cologne,petrol,1.919,EDEKA
2024-05-07,Hamburg,electric,0.337,Rewe
2025-02-27,Munich,electric,0.331,Shell
2024-08-11,Munich,electric,0.413,EDEKA
2026-04-13,Frankfurt,electric,0.355,Total
2026-02-14,Dortmund,diesel,2.021,EDEKA
2026-01-27,Munich,diesel,1.291,Aral
2025-08-20,Munich,electric,0.303,Total
2025-05-17,Berlin,e5,1.832,Aral
2025-10-19,Dortmund,petrol,1.523,Total
2024-11-22,Stuttgart,petrol,1.425,Aral
2025-08-31,Dortmund,e5,1.322,EDEKA
2025-04-26,Berlin,electric,0.224,Total
2025-03-26,Dortmund,electric,0.362,EDEKA
2025-08-31,Berlin,petrol,1.794,Total
2024-05-24,Stuttgart,petrol,1.562,Aral
2025-07-02,Cologne,electric,0.46,EDEKA
2025-07-27,Cologne,electric,0.231,Total
2025-05-24,Munich,petrol,1.266,Aral
2025-07-04,Dusseldorf,petrol,2.166,BP
2025-12-05,Hamburg,diesel,1.87,Shell
2025-02-05,Cologne,petrol,1.341,EDEKA
2024-10-02,Frankfurt,e5,1.262,Shell
2025-04-06,Frankfurt,electric,0.357,Rewe
2024-07-21,Berlin,electric,0.495,Total
2025-08-10,Munich,petrol,1.662,EDEKA
2025-08-11,Berlin,electric,0.478,Rewe
2026-03-14,Berlin,electric,0.436,Aral
2024-06-24,Cologne,petrol,2.172,BP
2025-10-20,Hamburg,petrol,1.725,Shell
2024-12-08,Dresden,diesel,2.072,Shell
2025-08-10,Dortmund,e5,1.335,EDEKA
2026-02-20,Leipzig,petrol,1.548,Total
2026-02-09,Hamburg,electric,0.389,BP
2025-02-24,Hamburg,diesel,1.899,Total
2026-03-02,Berlin,diesel,2.16,Rewe
2024-06-22,Dresden,e10,2.2,Shell
2024-10-28,Munich,e5,1.515,Aral
2025-03-16,Dusseldorf,diesel,1.351,BP
2025-07-10,Munich,e10,1.702,Rewe
2024-07-08,Cologne,petrol,1.573,EDEKA
2026-03-17,Berlin,e5,1.904,Rewe
2024-11-14,Cologne,e5,2.182,Shell
2024-10-22,Cologne,electric,0.437,BP
2026-02-08,Berlin,diesel,1.298,Aral
2026-02-22,Dusseldorf,e10,1.536,Rewe
2024-08-17,Leipzig,diesel,2.159,Aral
2024-08-05,Hamburg,electric,0.436,Aral
2025-08-13,Cologne,e10,2.168,EDEKA
2024-07-27,Stuttgart,electric,0.429,BP
2026-02-01,Dortmund,e5,2.034,Rewe
2024-11-04,Dortmund,e10,1.54,EDEKA
2024-08-29,Leipzig,diesel,2.02,Total
2025-03-09,Hamburg,electric,0.9570000000000001,Rewe
2024-07-06,Cologne,e5,2.083,Shell
2025-04-29,Frankfurt,diesel,1.567,Shell
2024-12-03,Cologne,petrol,1.63,EDEKA
2025-12-13,Munich,petrol,1.393,Total
2025-11-02,Leipzig,diesel,1.682,EDEKA
2026-02-22,Munich,e10,2.056,BP
2024-12-19,Dresden,e10,1.477,Total
2025-09-05,Dresden,petrol,1.71,BP
2026-01-03,Dortmund,e5,2.024,BP
2024-10-26,Munich,petrol,1.495,BP
2025-09-19,Dortmund,electric,0.339,EDEKA
2024-11-21,Cologne,diesel,1.29,Rewe
2025-10-13,Stuttgart,e10,2.08,Shell
2024-09-19,Dresden,e10,1.315,BP
2025-03-17,Dusseldorf,petrol,1.354,BP
2025-02-22,Stuttgart,e10,2.005,Aral
2024-12-15,Munich,e10,5.712,Aral
2025-06-02,Munich,e5,1.246,Shell
2025-01-15,Hamburg,electric,0.325,EDEKA
2025-11-02,Cologne,e10,1.654,Aral
2026-04-05,Frankfurt,e5,1.73,Total
2024-11-08,Frankfurt,e5,1.448,Total
2026-02-28,Dusseldorf,diesel,1.869,Shell
2024-11-17,Frankfurt,e10,1.452,Shell
2024-05-25,Stuttgart,e5,1.561,Aral
2025-03-23,Munich,diesel,1.215,Total
2025-10-26,Stuttgart,e5,2.16,BP
2025-03-01,Dortmund,petrol,2.07,Aral
2024-05-24,Hamburg,e5,2.043,Rewe
2025-12-14,Leipzig,petrol,1.277,BP
2025-12-13,Dusseldorf,petrol,2.044,BP
2025-03-17,Dortmund,e10,1.979,EDEKA
2025-12-25,Cologne,diesel,1.501,Total
2025-12-01,Frankfurt,petrol,2.135,Rewe
2025-11-27,Leipzig,diesel,2.123,Total
2025-04-23,Dortmund,e5,1.609,Aral
2025-01-28,Frankfurt,diesel,1.489,Aral
2025-01-22,Dresden,petrol,1.637,Shell
2025-06-01,Stuttgart,e10,1.269,Rewe
2025-08-30,Dortmund,electric,0.288,Total
2025-04-02,Dusseldorf,e10,1.911,Rewe
2024-06-27,Munich,diesel,1.525,Aral
2025-10-28,Berlin,diesel,1.828,Total
2026-04-01,Dortmund,electric,0.312,BP
2024-06-02,Frankfurt,petrol,1.688,EDEKA
2024-11-11,Stuttgart,diesel,1.257,Shell
2026-04-06,Hamburg,petrol,1.838,BP
2025-04-06,Berlin,e10,1.69,Shell
2025-11-03,Munich,e10,1.454,Aral
2025-12-18,Stuttgart,petrol,1.975,Total
2024-06-04,Dortmund,e5,1.253,Aral
2025-09-10,Leipzig,petrol,1.372,Aral
2024-12-30,Stuttgart,e5,1.852,BP
2024-12-19,Berlin,e5,1.357,EDEKA
2024-07-18,Hamburg,e10,1.78,Rewe
2025-01-27,Munich,e5,1.705,Shell
2025-06-18,Dresden,diesel,1.29,Shell
2024-07-03,Cologne,electric,0.374,Shell
2024-07-10,Stuttgart,diesel,2.108,Total
2024-04-27,Leipzig,petrol,1.871,BP
2025-08-07,Berlin,e10,1.403,BP
2026-04-13,Dresden,petrol,1.716,Total
2025-07-14,Cologne,diesel,1.427,EDEKA
2025-04-05,Leipzig,e5,1.257,Rewe
2025-09-19,Leipzig,e10,1.284,EDEKA
2024-07-27,Dusseldorf,e10,2.163,EDEKA
2025-12-08,Stuttgart,electric,0.379,Shell
2024-09-14,Dortmund,e10,1.475,Total
2024-12-01,Berlin,electric,0.449,Shell
2025-02-01,Dusseldorf,petrol,1.734,Total
2025-07-14,Stuttgart,e10,1.736,Rewe
2024-09-28,Berlin,petrol,1.77,Aral
2026-01-23,Dortmund,diesel,2.147,BP
2024-04-27,Berlin,diesel,1.837,Total
2024-10-30,Stuttgart,diesel,1.628,EDEKA
2025-02-17,Munich,electric,0.398,EDEKA
2026-03-08,Hamburg,e5,1.24,Aral
2026-04-07,Dortmund,e10,1.315,Total
2024-06-01,Dresden,petrol,1.505,BP
2024-05-21,Frankfurt,e5,1.406,Rewe
2024-05-06,Berlin,petrol,2.083,Shell
2024-11-16,Dusseldorf,e10,1.508,Aral
2025-09-09,Hamburg,electric,0.316,Rewe
2024-12-14,Frankfurt,e10,2.191,EDEKA
2025-03-04,Hamburg,diesel,1.606,Aral
2024-06-25,Dresden,electric,0.246,EDEKA
2025-04-19,Munich,electric,0.314,BP
2024-11-22,Berlin,e10,2.002,Shell
2024-09-13,Dusseldorf,e10,1.294,Rewe
2026-04-09,Hamburg,electric,0.209,Total
2024-12-16,Stuttgart,diesel,3.8520000000000003,Rewe
2025-06-18,Dusseldorf,e10,1.607,Aral
2025-09-03,Dresden,petrol,1.333,BP
2024-05-23,Munich,electric,0.471,EDEKA
2025-07-05,Munich,diesel,1.798,EDEKA
2024-09-01,Hamburg,petrol,1.763,Shell
2025-11-30,Leipzig,diesel,1.533,Aral
2024-07-25,Leipzig,petrol,2.076,BP
2024-08-12,Dusseldorf,e5,1.326,BP
2024-12-05,Dusseldorf,diesel,1.918,Rewe
2025-08-20,Hamburg,diesel,1.741,Total
2026-03-13,Dortmund,diesel,1.986,EDEKA
2024-10-13,Berlin,petrol,1.354,Rewe
2024-10-05,Hamburg,e5,1.979,Shell
2025-10-04,Stuttgart,e5,1.967,Shell
2024-08-17,Stuttgart,e10,1.319,EDEKA
2025-08-12,Munich,e5,2.034,BP
2025-06-02,Munich,petrol,1.39,BP
2024-05-02,Munich,electric,0.314,Rewe
2024-07-10,Hamburg,e10,1.881,BP
2025-06-14,Dresden,e10,1.211,Total
2026-02-07,Berlin,e10,2.111,BP
2026-02-09,Dortmund,e5,2.105,Rewe
2024-06-20,Berlin,diesel,1.374,EDEKA
2025-12-19,Dortmund,e5,1.699,BP
2025-09-01,Frankfurt,diesel,1.226,Aral
2024-09-16,Munich,electric,0.432,Rewe
2024-09-11,Dortmund,e5,1.955,EDEKA
2025-02-12,Berlin,electric,0.237,BP
2025-07-31,Leipzig,e5,1.535,EDEKA
2024-06-09,Cologne,electric,0.334,EDEKA
2024-07-21,Frankfurt,electric,0.232,BP
2024-10-14,Leipzig,e10,1.884,Total
2026-01-04,Dortmund,petrol,2.019,Aral
2026-01-08,Berlin,e10,1.385,Aral
2024-05-05,Dresden,diesel,1.221,EDEKA
2026-01-23,Stuttgart,e5,1.679,BP
2024-08-09,Dresden,e10,1.857,EDEKA
2025-06-18,Dresden,petrol,1.696,Shell
2025-09-11,Dortmund,e5,1.499,Rewe
2025-08-11,Dresden,diesel,1.898,Rewe
2025-06-17,Munich,e10,2.081,Aral
2025-08-19,Leipzig,e10,1.666,Rewe
2025-09-10,Hamburg,diesel,1.855,Total
2024-05-18,Frankfurt,electric,0.223,BP
2025-09-27,Leipzig,e5,1.363,EDEKA
2025-06-13,Dresden,petrol,1.724,BP
2024-09-30,Dortmund,petrol,1.518,Aral
2025-04-06,Dortmund,e10,1.808,Total
2026-01-03,Dusseldorf,diesel,1.8,BP
2024-06-16,Leipzig,electric,0.421,BP
2026-02-27,Cologne,e10,1.215,Aral
2025-03-09,Frankfurt,e5,2.138,Total
2025-08-20,Hamburg,petrol,2.074,Shell
2024-11-12,Hamburg,petrol,1.288,BP
2025-03-23,Dresden,e10,1.732,Total
2025-01-30,Stuttgart,electric,0.376,Total
2025-05-28,Hamburg,e5,1.931,Aral
2024-12-01,Berlin,electric,0.366,Rewe
2025-08-07,Cologne,e5,1.3,Aral
2024-12-13,Munich,diesel,1.376,EDEKA
2024-11-08,Hamburg,e5,1.27,Aral
2025-06-10,Dortmund,petrol,1.381,BP
2025-04-03,Cologne,diesel,1.249,Total
2025-12-18,Dortmund,diesel,5.853,Total
2025-03-23,Cologne,petrol,1.887,BP
2026-03-18,Leipzig,e10,2.173,BP
2025-03-19,Munich,petrol,1.535,Rewe
2024-08-20,Dortmund,electric,0.33,Shell
2025-01-20,Stuttgart,e10,1.943,Rewe
2025-08-18,Hamburg,diesel,1.355,Rewe
2025-07-18,Dresden,e10,1.39,BP
2026-03-22,Hamburg,electric,0.472,Total
2025-04-11,Munich,e10,1.755,Total
2024-05-21,Dusseldorf,electric,0.386,EDEKA
2026-04-08,Munich,e10,2.173,Shell
2025-09-08,Cologne,electric,0.323,BP
2025-05-04,Frankfurt,e10,1.33,Shell
2024-11-30,Munich,e5,2.189,BP
2025-10-09,Leipzig,electric,0.343,Total
2024-08-05,Dortmund,e10,1.74,BP
2024-07-19,Dortmund,diesel,1.681,EDEKA
2025-02-15,Leipzig,e10,1.834,Total
2024-04-26,Leipzig,petrol,1.305,Total
2025-03-31,Frankfurt,petrol,2.089,Shell
2026-01-11,Munich,electric,1.443,Rewe
2024-06-16,Cologne,diesel,1.715,Aral
2026-04-09,Hamburg,electric,0.461,Total
2026-01-21,Frankfurt,electric,0.301,Aral
2025-06-08,Hamburg,diesel,2.065,Total
2025-06-23,Frankfurt,electric,0.281,Aral
2025-08-29,Frankfurt,diesel,1.64,EDEKA
2024-04-18,Frankfurt,e10,2.168,BP
2024-10-31,Dortmund,diesel,1.548,Total
2024-06-19,Berlin,petrol,1.685,BP
2024-09-21,Leipzig,petrol,2.13,Shell
2025-11-25,Berlin,petrol,2.189,Total
2024-12-12,Frankfurt,electric,0.484,Rewe
2024-09-29,Leipzig,e10,1.947,EDEKA
2025-08-23,Munich,diesel,1.826,Rewe
2025-12-26,Dresden,electric,0.416,Aral
2026-04-04,Dortmund,petrol,1.637,Aral
2024-04-26,Cologne,e10,1.314,EDEKA
2024-07-20,Leipzig,diesel,2.025,Total
2024-10-05,Dortmund,petrol,1.971,Aral
2025-06-29,Dortmund,petrol,1.608,Aral
2024-12-18,Dresden,petrol,1.575,Aral
2024-12-09,Dusseldorf,diesel,1.652,Shell
2026-04-07,Dortmund,e10,1.999,Aral
2024-09-20,Frankfurt,petrol,1.89,BP
2024-11-06,Frankfurt,diesel,2.194,Aral
2025-04-06,Frankfurt,e10,1.395,Shell
2024-12-08,Dortmund,diesel,1.762,Shell
2024-10-10,Stuttgart,e10,1.572,EDEKA
2024-04-25,Leipzig,diesel,1.944,BP
2025-12-22,Dusseldorf,diesel,2.177,Shell
2024-12-25,Munich,petrol,1.615,Shell
2025-10-30,Munich,e5,1.342,EDEKA
2024-06-05,Cologne,diesel,1.211,Rewe
2024-10-29,Cologne,diesel,1.545,Rewe
2024-12-25,Dortmund,e5,1.914,Total
2024-12-23,Leipzig,electric,0.246,BP
2025-05-21,Hamburg,electric,0.358,Aral
2024-10-20,Stuttgart,e5,1.861,Rewe
2025-09-29,Hamburg,petrol,1.546,Shell
2025-10-09,Stuttgart,electric,0.413,Total
2026-04-07,Dresden,e10,1.86,Shell
2025-01-20,Stuttgart,petrol,1.386,Shell
2025-05-17,Leipzig,diesel,1.473,Shell
2025-09-14,Dresden,diesel,2.111,BP
2025-04-21,Berlin,diesel,1.954,EDEKA
2025-06-29,Dortmund,petrol,1.821,BP
2025-02-19,Stuttgart,diesel,1.679,EDEKA
2025-11-20,Leipzig,e5,1.942,Rewe
2024-12-13,Hamburg,diesel,1.822,Total
2025-02-04,Berlin,petrol,1.703,BP
2026-03-20,Cologne,e5,1.436,Rewe
2024-11-30,Cologne,diesel,1.6,Aral
2024-12-08,Berlin,e10,2.076,Rewe
2024-08-09,Hamburg,e5,1.377,BP
2025-07-15,Hamburg,e5,2.195,BP
2025-09-20,Dortmund,electric,0.468,EDEKA
2025-01-20,Stuttgart,electric,0.412,Rewe
2026-02-24,Munich,diesel,1.615,EDEKA
2025-02-20,Berlin,petrol,1.901,Shell
2024-11-14,Dusseldorf,electric,0.381,Rewe
2024-06-13,Frankfurt,electric,0.477,BP
2024-08-03,Hamburg,e10,1.675,Rewe
2025-09-21,Dortmund,petrol,1.9,EDEKA
2025-04-08,Stuttgart,e10,2.111,Total
2025-11-23,Cologne,e10,1.275,Shell
2025-04-22,Munich,e5,2.073,Total
2025-12-04,Leipzig,petrol,1.972,Shell
2025-10-13,Cologne,diesel,1.301,BP
2025-08-05,Leipzig,e5,1.886,Shell
2025-03-20,Dortmund,e5,1.923,Rewe
2025-05-11,Frankfurt,electric,0.246,Total
2024-05-26,Dresden,e5,2.049,Shell
2024-08-12,Frankfurt,electric,0.242,Aral
2025-01-12,Leipzig,electric,0.365,Shell
2024-05-17,Munich,diesel,1.969,Aral
2025-08-05,Berlin,e5,1.932,Total
2024-06-23,Frankfurt,e10,1.663,BP
2026-04-05,Leipzig,petrol,1.705,EDEKA
2024-10-23,Munich,diesel,2.153,EDEKA
2025-05-02,Dresden,diesel,1.214,Shell
2025-09-17,Cologne,e5,2.046,Shell
2025-08-07,Dusseldorf,diesel,2.081,BP
2025-09-26,Munich,e10,1.834,Shell
2025-07-25,Munich,e10,1.799,EDEKA
2025-10-30,Berlin,e10,1.217,BP
2025-01-09,Cologne,e5,1.841,Shell
2025-08-06,Dresden,diesel,1.623,Total
2024-12-02,Stuttgart,e10,1.955,EDEKA
2024-11-16,Hamburg,diesel,1.95,Rewe
2025-10-19,Leipzig,petrol,1.201,Shell
2024-06-02,Dusseldorf,e10,1.239,Aral
2024-11-21,Dresden,e5,1.239,Rewe
2026-04-11,Berlin,e5,1.308,Aral
2025-02-12,Frankfurt,e10,2.154,BP
2025-05-22,Dortmund,diesel,1.293,Total
2024-10-18,Berlin,diesel,1.707,Aral
2026-01-01,Frankfurt,diesel,1.519,Rewe
2025-05-25,Dortmund,diesel,1.645,Total
2025-06-14,Hamburg,electric,0.277,Shell
2024-06-11,Dortmund,petrol,1.999,Shell
2024-10-06,Leipzig,petrol,1.386,Shell
2025-01-02,Stuttgart,petrol,1.693,Total
2024-07-27,Dusseldorf,electric,0.317,Rewe
2025-05-02,Cologne,diesel,1.829,Aral
2024-08-05,Frankfurt,e10,1.396,EDEKA
2025-04-21,Dortmund,e5,1.345,Rewe
2025-04-02,Dortmund,petrol,2.13,Aral
2024-08-07,Frankfurt,diesel,1.529,Aral
2025-06-12,Dusseldorf,e5,2.168,Rewe
