driver_id,date,total_deliveries,on_time_deliveries,late_deliveries,rating,customer_complaints,fuel_efficiency,accidents,overtime_hours
DRV-0458,2026-02-14,36,26,10,4.9,3.0,9.54,2,1.1
DRV-0475,2025-10-06,31,4,27,2.67,1.0,19.34,3,6.2
DRV-0243,2024-09-18,37,25,12,4.56,0.0,19.4,1,4.5
DRV-0458,2024-11-27,25,8,17,2.85,1.0,6.88,2,3.2
DRV-0027,2026-03-02,40,26,14,4.18,0.0,8.07,2,1.7
DRV-0234,2024-11-04,28,12,16,3.14,1.0,9.23,1,1.8
DRV-0484,2025-02-06,34,20,14,4.9,3.0,13.14,3,4.9
DRV-0446,2025-10-03,30,15,15,4.93,0.0,8.15,3,0.0
DRV-0122,2026-02-24,6,3,3,,5.0,19.55,2,4.8
DRV-0415,2024-11-20,32,10,22,3.62,5.0,13.09,3,6.4
DRV-0111,2025-04-13,18,7,11,3.02,4.0,17.44,2,4.5
DRV-0471,2025-05-26,18,13,5,4.73,4.0,12.89,0,1.9
DRV-0356,2024-05-04,18,3,15,3.76,2.0,13.2,1,1.6
DRV-0496,2025-06-25,10,6,4,3.57,5.0,12.65,3,5.3
DRV-0194,2025-04-25,40,4,36,2.81,2.0,13.98,3,6.4
DRV-0260,2025-11-01,5,3,2,3.56,3.0,14.68,1,3.6
DRV-0112,2024-07-18,6,3,3,3.28,1.0,8.9,0,2.2
DRV-0105,2024-07-21,25,3,22,4.44,1.0,11.72,3,3.0
DRV-0486,2024-06-07,23,10,13,2.58,4.0,11.24,3,7.4
DRV-0447,2025-05-16,35,18,17,4.17,2.0,19.35,3,7.9
DRV-0222,2024-08-17,23,3,20,3.39,4.0,14.68,3,2.7
DRV-0364,2024-09-03,25,14,11,4.61,0.0,7.02,3,7.2
DRV-0083,2024-07-19,36,4,32,3.6,4.0,16.3,0,5.2
DRV-0046,2025-04-11,19,6,13,4.25,1.0,14.2,0,6.0
DRV-0476,2025-07-12,23,11,12,,1.0,9.33,2,1.3
DRV-0248,2026-01-25,40,20,20,3.71,3.0,13.78,2,1.7
DRV-0091,2025-11-29,27,19,8,4.14,2.0,19.75,2,4.5
DRV-0102,2026-02-23,6,3,3,4.92,1.0,11.23,1,5.4
DRV-0492,2026-01-24,40,20,20,3.76,5.0,17.22,2,0.4
DRV-0308,2025-07-22,19,18,1,4.5,1.0,7.85,3,6.4
DRV-0382,2024-11-13,34,16,18,3.82,2.0,19.14,1,5.4
DRV-0114,2025-06-05,29,11,18,4.12,1.0,11.68,1,3.1
DRV-0443,2024-05-20,28,24,4,3.32,1.0,10.4,2,7.1
DRV-0420,2024-08-07,13,12,1,3.66,1.0,11.08,1,2.9
DRV-0087,2026-03-24,11,3,8,4.26,5.0,12.96,3,2.3
DRV-0066,2026-01-09,38,23,15,2.67,2.0,6.58,1,7.9
DRV-0080,2025-05-11,5,4,1,3.81,0.0,12.02,2,5.4
DRV-0462,2025-10-16,38,19,19,4.52,1.0,17.0,2,5.7
DRV-0315,2024-09-04,25,8,17,3.45,5.0,15.07,0,3.4
DRV-0104,2025-09-10,32,9,23,2.67,2.0,19.59,0,7.9
DRV-0408,2025-11-30,30,26,4,3.07,1.0,11.12,0,4.0
DRV-0079,2025-11-07,31,13,18,3.58,0.0,17.54,2,3.7
DRV-0196,2024-09-14,39,21,18,2.69,1.0,10.75,0,6.5
DRV-0227,2025-04-09,23,13,10,4.87,5.0,12.85,2,1.3
DRV-0231,2024-08-10,31,29,2,4.05,0.0,9.79,3,3.4
DRV-0415,2025-12-08,10,5,5,2.97,2.0,17.58,2,7.9
DRV-0146,2026-01-15,22,12,10,4.03,2.0,14.74,1,1.5
DRV-0215,2024-11-09,9,7,2,3.46,2.0,13.48,1,7.6
DRV-0065,2024-04-24,13,5,8,4.58,4.0,13.24,1,4.3
DRV-0474,2026-01-12,33,10,23,4.88,5.0,14.9,0,7.8
DRV-0441,2024-12-06,15,3,12,4.81,5.0,13.37,1,7.7
DRV-0119,2025-01-22,28,21,7,3.49,3.0,14.1,2,2.0
DRV-0377,2025-03-11,39,34,5,4.15,3.0,10.08,0,2.2
DRV-0463,2024-08-06,38,37,1,2.98,2.0,18.25,3,1.3
DRV-0249,2024-08-15,12,9,3,2.7,3.0,11.41,2,1.5
DRV-0452,2025-05-29,13,10,3,,5.0,12.55,0,2.3
DRV-0315,2024-08-25,8,7,1,3.42,1.0,8.51,2,5.7
DRV-0305,2025-05-22,31,15,16,4.14,5.0,9.83,1,7.8
DRV-0111,2024-10-24,40,16,24,,3.0,16.73,0,1.8
DRV-0206,2025-03-30,38,19,19,,3.0,12.83,2,2.3
DRV-0391,2025-11-02,10,6,4,2.58,2.0,17.21,2,6.9
DRV-0392,2024-10-13,38,37,1,3.14,4.0,9.11,1,7.5
DRV-0024,2025-02-18,34,32,2,4.69,5.0,10.59,0,1.1
DRV-0126,2025-08-09,28,15,13,2.6,2.0,17.47,1,4.6
DRV-0175,2025-09-16,8,4,4,3.15,5.0,16.0,2,6.9
DRV-0113,2024-08-31,35,21,14,2.67,0.0,14.18,1,2.6
DRV-0141,2025-04-08,33,26,7,4.28,2.0,8.93,2,3.2
DRV-0455,2024-11-04,5,4,1,3.73,1.0,14.39,0,2.6
DRV-0002,2025-02-18,14,12,2,2.8,3.0,14.77,3,5.6
DRV-0290,2025-04-02,29,23,6,4.53,5.0,11.14,3,3.9
DRV-0079,2026-03-08,34,21,13,4.16,3.0,10.64,2,1.2
DRV-0430,2025-01-18,25,13,12,4.35,3.0,14.03,0,3.8
DRV-0187,2025-01-16,5,3,2,3.13,,10.78,0,8.0
DRV-0256,2024-10-24,32,21,11,2.79,1.0,8.35,2,7.1
DRV-0126,2024-08-23,18,15,3,4.17,4.0,7.4,3,5.2
DRV-0457,2024-12-25,20,4,16,,5.0,12.99,1,6.6
DRV-0346,2024-06-05,31,14,17,3.49,0.0,17.59,1,1.1
DRV-0260,2025-01-11,36,24,12,2.59,0.0,7.83,3,0.7
DRV-0191,2024-08-17,38,23,15,3.95,1.0,15.91,1,5.1
DRV-0095,2024-05-05,29,3,26,3.03,1.0,18.64,3,0.2
DRV-0404,2024-09-09,7,5,2,4.5,1.0,11.13,0,5.7
DRV-0159,2025-11-24,18,15,3,4.27,1.0,16.84,1,0.4
DRV-0407,2024-04-24,23,14,9,4.9,,19.44,2,0.5
DRV-0191,2025-03-19,23,15,8,2.94,0.0,18.72,0,0.2
DRV-0175,2024-06-04,33,14,19,3.91,2.0,11.44,1,0.7
DRV-0399,2024-10-05,37,25,12,3.28,0.0,10.0,1,0.8
DRV-0213,2024-10-20,14,7,7,4.09,1.0,19.0,0,1.4
DRV-0304,2026-03-07,19,6,13,4.44,2.0,19.73,3,4.4
DRV-0417,2024-12-21,18,11,7,4.16,4.0,11.03,1,5.3
DRV-0062,2025-09-28,39,33,6,3.11,5.0,15.86,1,0.7
DRV-0145,2026-03-29,37,12,25,2.82,1.0,17.53,0,6.1
DRV-0047,2025-08-29,25,25,0,4.01,3.0,6.68,2,4.3
DRV-0220,2024-08-11,38,4,34,2.83,2.0,18.34,2,7.3
DRV-0157,2024-10-04,25,6,19,3.27,,9.09,2,6.6
DRV-0295,2025-02-05,31,14,17,2.89,5.0,14.36,3,0.3
DRV-0209,2025-01-12,6,5,1,4.23,1.0,15.14,3,1.9
DRV-0205,2025-05-15,8,4,4,4.76,5.0,10.37,2,4.5
DRV-0083,2024-11-17,10,8,2,4.06,3.0,12.4,3,6.9
DRV-0334,2025-01-04,21,20,1,4.77,5.0,15.75,1,2.2
DRV-0240,2024-08-17,7,3,4,2.66,5.0,14.93,1,3.4
DRV-0070,2024-08-03,27,19,8,3.48,2.0,16.69,0,4.7
DRV-0443,2024-04-20,8,5,3,4.0,4.0,18.5,0,3.3
DRV-0033,2025-04-06,9,3,6,3.75,2.0,6.09,3,0.4
DRV-0220,2026-02-22,31,6,25,3.01,2.0,15.33,1,0.1
DRV-0070,2026-04-09,34,25,9,2.81,3.0,18.26,0,3.5
DRV-0040,2026-01-27,17,15,2,3.38,2.0,9.27,3,5.6
DRV-0355,2025-04-22,27,26,1,3.81,0.0,16.43,3,2.9
DRV-0067,2024-12-29,21,2,19,4.67,1.0,11.53,1,3.8
DRV-0400,2025-04-10,33,11,22,2.51,2.0,14.82,2,5.6
DRV-0348,2025-08-27,7,6,1,4.41,4.0,7.54,2,6.6
DRV-0129,2026-02-16,15,14,1,2.99,2.0,6.97,1,7.6
DRV-0353,2024-12-10,29,19,10,3.28,4.0,19.69,0,5.0
DRV-0476,2025-01-08,22,15,7,2.55,1.0,6.18,1,5.8
DRV-0487,2024-09-02,14,5,9,2.82,1.0,17.38,1,7.4
DRV-0342,2024-05-29,35,27,8,3.89,2.0,16.05,2,3.7
DRV-0041,2025-12-07,15,5,10,3.94,0.0,6.28,2,6.7
DRV-0481,2026-03-03,30,5,25,3.1,3.0,8.74,3,7.6
DRV-0260,2025-02-25,33,16,17,4.9,2.0,10.24,3,5.9
DRV-0160,2025-11-20,29,21,8,3.0,3.0,13.35,3,4.5
DRV-0141,2025-11-29,37,7,30,3.94,5.0,15.99,1,1.2
DRV-0049,2026-01-10,33,30,3,4.3,4.0,14.11,0,3.7
DRV-0196,2024-09-08,20,4,16,4.09,4.0,9.79,1,6.1
DRV-0070,2024-07-22,36,33,3,2.6,4.0,12.07,0,1.4
DRV-0029,2025-10-09,15,12,3,3.54,3.0,14.95,0,6.0
DRV-0493,2024-07-21,13,10,3,3.63,4.0,9.88,3,3.7
DRV-0355,2025-11-28,33,31,2,,0.0,8.71,1,6.5
DRV-0010,2024-06-18,32,3,29,2.75,2.0,12.34,3,5.7
DRV-0482,2024-08-18,11,4,7,4.9,3.0,6.64,1,5.6
DRV-0497,2024-07-07,6,5,1,3.82,0.0,12.62,1,0.2
DRV-0150,2026-02-11,33,21,12,3.75,0.0,10.17,2,7.6
DRV-0215,2025-10-05,30,25,5,3.58,3.0,8.37,3,6.9
DRV-0041,2025-11-25,5,3,2,2.65,5.0,6.87,3,5.3
DRV-0022,2025-08-29,19,18,1,,0.0,16.1,2,5.5
DRV-0173,2025-03-06,35,32,3,3.28,5.0,11.41,1,0.2
DRV-0345,2025-10-19,18,14,4,4.44,1.0,15.27,1,2.9
DRV-0227,2026-02-05,35,9,26,3.12,4.0,19.94,1,1.6
DRV-0234,2024-08-24,34,33,1,4.63,5.0,14.6,2,2.7
DRV-0373,2024-05-17,9,5,4,3.65,1.0,12.58,0,4.2
DRV-0013,2025-08-11,13,12,1,3.84,0.0,19.34,1,0.6
DRV-0086,2024-10-26,20,17,3,4.17,2.0,13.28,3,0.8
DRV-0478,2025-10-22,35,23,12,2.5,0.0,16.65,3,7.2
DRV-0345,2026-03-01,28,7,21,4.64,5.0,18.98,1,6.3
DRV-0236,2024-08-30,12,6,6,4.59,2.0,7.34,3,1.6
DRV-0070,2025-09-30,35,15,20,5.0,3.0,16.25,3,5.1
DRV-0460,2025-05-29,32,11,21,4.2,2.0,11.96,1,2.9
DRV-0179,2026-02-18,32,30,2,4.92,0.0,6.06,1,2.1
DRV-0003,2025-11-23,18,4,14,4.3,1.0,6.63,1,2.6
DRV-0307,2024-09-03,30,20,10,4.13,4.0,10.16,0,2.1
DRV-0266,2025-10-13,32,4,28,3.75,2.0,14.4,3,5.1
DRV-0133,2024-05-25,21,6,15,2.78,4.0,6.46,3,1.5
DRV-0379,2025-11-27,25,13,12,4.9,0.0,14.7,0,6.6
DRV-0100,2024-05-02,33,31,2,3.05,3.0,16.16,3,5.9
DRV-0251,2024-11-11,35,13,22,2.99,,18.36,2,7.3
DRV-0452,2024-08-09,18,3,15,4.17,2.0,7.96,2,1.8
DRV-0079,2024-12-24,18,9,9,3.85,5.0,9.69,2,6.0
DRV-0314,2026-02-25,7,4,3,4.56,1.0,10.08,3,3.7
DRV-0156,2024-05-24,7,3,4,2.77,1.0,18.23,3,5.1
DRV-0165,2025-03-17,14,12,2,4.79,2.0,12.55,2,6.6
DRV-0397,2024-07-09,9,8,1,3.67,5.0,16.0,1,1.7
DRV-0155,2025-04-13,7,6,1,4.6,5.0,8.87,1,0.2
DRV-0297,2025-09-21,13,11,2,,2.0,16.29,0,6.1
DRV-0325,2026-01-09,10,5,5,4.16,0.0,9.58,1,5.2
DRV-0266,2025-01-18,29,7,22,2.57,0.0,14.68,2,6.7
DRV-0034,2026-01-26,23,19,4,2.77,4.0,15.82,2,4.7
DRV-0038,2025-03-13,12,1,11,3.5,4.0,14.07,0,7.9
DRV-0459,2025-06-21,32,27,5,4.14,1.0,16.86,2,3.1
DRV-0230,2024-12-04,26,14,12,,0.0,15.02,3,4.9
DRV-0027,2024-05-18,25,23,2,3.18,2.0,19.07,3,2.9
DRV-0491,2024-06-15,23,9,14,3.02,2.0,19.76,1,2.7
DRV-0441,2025-09-06,18,16,2,3.06,2.0,11.06,2,0.7
DRV-0331,2025-07-21,31,4,27,2.52,0.0,8.23,2,7.6
DRV-0036,2025-05-17,9,7,2,2.7,0.0,12.6,3,5.2
DRV-0045,2025-08-15,21,20,1,4.83,1.0,18.72,2,0.9
DRV-0422,2024-07-05,29,22,7,4.72,4.0,12.65,0,0.9
DRV-0063,2025-09-10,33,24,9,2.77,2.0,11.25,0,5.2
DRV-0056,2025-01-21,21,7,14,4.23,4.0,8.03,1,6.0
DRV-0444,2025-07-30,27,18,9,4.83,1.0,6.34,1,4.7
DRV-0333,2025-03-16,20,2,18,3.38,1.0,18.27,1,3.9
DRV-0212,2024-11-16,6,5,1,3.21,1.0,15.35,2,6.3
DRV-0294,2025-02-20,9,6,3,2.68,,13.85,3,6.3
DRV-0024,2024-08-19,28,14,14,2.99,1.0,10.36,3,2.8
DRV-0372,2024-09-12,18,7,11,4.58,2.0,12.12,2,0.3
DRV-0471,2025-12-13,34,16,18,3.98,0.0,18.31,3,2.6
DRV-0055,2024-09-20,7,4,3,4.57,0.0,11.83,3,2.5
DRV-0101,2024-10-03,8,6,2,4.07,1.0,16.82,1,7.6
DRV-0227,2025-11-07,37,16,21,3.38,5.0,7.01,1,6.3
DRV-0428,2025-11-27,10,6,4,4.76,0.0,9.97,1,1.2
DRV-0314,2025-10-26,25,8,17,4.43,0.0,10.99,1,1.6
DRV-0320,2024-06-25,23,9,14,2.79,3.0,18.69,0,4.7
DRV-0473,2025-09-25,13,10,3,4.38,1.0,15.16,2,4.5
DRV-0326,2025-08-16,6,3,3,3.45,0.0,6.46,3,2.2
DRV-0261,2024-11-30,21,13,8,3.79,0.0,16.03,2,2.6
DRV-0175,2025-12-31,31,22,9,4.58,2.0,9.77,0,5.8
DRV-0397,2025-11-19,36,24,12,3.45,1.0,13.73,3,4.9
DRV-0463,2024-11-20,23,19,4,3.22,4.0,16.36,0,6.7
DRV-0029,2025-02-07,15,4,11,3.26,5.0,14.39,0,0.7
DRV-0098,2026-01-04,30,27,3,3.56,2.0,6.49,1,3.6
DRV-0328,2024-12-04,12,8,4,3.8,1.0,8.44,1,0.5
DRV-0289,2024-04-22,20,5,15,4.37,5.0,12.33,3,1.1
DRV-0416,2024-08-24,32,30,2,3.99,3.0,16.56,1,5.0
DRV-0475,2026-04-13,19,15,4,2.62,4.0,10.35,3,4.1
DRV-0269,2024-06-28,17,3,14,4.05,4.0,17.93,0,4.7
DRV-0243,2024-06-24,18,14,4,4.3,4.0,11.88,0,7.8
DRV-0064,2024-05-24,21,8,13,,4.0,12.59,2,3.0
DRV-0291,2024-05-07,12,8,4,2.66,3.0,11.33,3,5.5
DRV-0181,2026-04-03,26,24,2,3.52,5.0,14.4,2,7.4
DRV-0015,2025-06-07,14,6,8,4.47,0.0,6.98,2,3.9
DRV-0125,2025-09-10,15,9,6,4.55,2.0,15.69,0,7.2
DRV-0446,2024-11-07,20,6,14,2.71,0.0,18.18,1,8.0
DRV-0359,2025-11-05,14,4,10,,1.0,11.57,3,7.2
DRV-0018,2025-12-02,9,8,1,3.13,5.0,11.63,1,0.8
DRV-0489,2026-02-13,17,6,11,3.7,2.0,15.54,1,6.7
DRV-0210,2024-06-20,40,27,13,4.51,2.0,7.38,2,7.6
DRV-0191,2025-02-12,33,11,22,3.73,0.0,17.31,1,7.5
DRV-0142,2026-01-08,32,29,3,4.24,3.0,8.56,3,7.1
DRV-0182,2025-07-13,12,3,9,3.31,4.0,13.84,1,6.7
DRV-0470,2024-08-07,8,4,4,4.59,5.0,17.14,2,2.1
DRV-0492,2024-04-27,39,34,5,3.59,2.0,8.31,0,7.6
DRV-0063,2025-08-11,24,5,19,4.03,1.0,10.58,1,1.5
DRV-0318,2024-06-25,35,33,2,5.0,2.0,19.06,2,4.8
DRV-0143,2024-07-07,28,19,9,4.92,2.0,19.87,1,6.1
DRV-0025,2025-01-03,7,5,2,4.37,2.0,17.79,0,5.2
DRV-0229,2025-12-11,24,11,13,3.88,3.0,10.06,1,6.7
DRV-0088,2025-11-19,20,12,8,,5.0,9.0,3,7.0
DRV-0194,2025-05-09,20,15,5,4.96,5.0,6.29,2,6.6
DRV-0356,2024-08-23,39,6,33,3.0,5.0,17.0,3,4.5
DRV-0067,2025-08-05,11,7,4,4.96,0.0,15.35,3,2.8
DRV-0466,2026-02-24,36,33,3,2.81,4.0,14.78,2,6.8
DRV-0060,2025-06-07,13,12,1,3.27,4.0,7.74,2,4.4
DRV-0387,2026-03-06,38,30,8,2.76,5.0,18.62,1,4.5
DRV-0256,2024-11-25,5,4,1,3.96,5.0,8.94,1,1.5
DRV-0495,2025-12-13,13,10,3,3.71,1.0,10.49,2,1.5
DRV-0491,2026-04-03,36,26,10,2.72,2.0,19.38,1,2.5
DRV-0453,2025-02-28,28,17,11,3.56,2.0,16.88,0,5.8
DRV-0175,2025-05-06,12,8,4,3.28,5.0,8.25,3,1.1
DRV-0010,2024-07-16,15,11,4,3.51,0.0,17.7,2,6.4
DRV-0302,2026-04-05,35,10,25,2.71,0.0,9.05,0,5.0
DRV-0313,2025-01-13,25,17,8,,4.0,7.24,3,6.3
DRV-0058,2025-07-03,8,4,4,3.46,2.0,7.38,0,3.1
DRV-0348,2026-02-01,32,13,19,4.47,3.0,7.22,2,5.4
DRV-0315,2025-03-05,18,14,4,3.08,5.0,13.72,0,7.5
DRV-0489,2024-05-21,8,4,4,2.54,3.0,12.0,2,2.5
DRV-0149,2024-12-14,16,4,12,3.21,1.0,14.84,2,5.2
DRV-0174,2025-08-28,36,27,9,2.64,1.0,9.32,3,6.0
DRV-0367,2025-11-23,21,13,8,4.52,4.0,14.94,2,5.8
DRV-0324,2024-12-31,7,3,4,3.29,5.0,8.29,0,2.8
DRV-0280,2025-10-25,21,17,4,2.92,3.0,17.31,1,2.6
DRV-0218,2024-08-22,23,5,18,4.61,5.0,10.85,2,5.5
DRV-0381,2025-04-26,11,7,4,4.63,1.0,8.72,3,4.7
DRV-0307,2026-02-08,14,8,6,3.48,4.0,11.57,0,2.7
DRV-0111,2025-10-31,29,17,12,4.53,2.0,16.59,2,3.2
DRV-0197,2025-09-02,25,3,22,3.67,0.0,11.92,0,8.0
DRV-0486,2024-10-28,33,21,12,4.28,1.0,10.62,1,2.7
DRV-0173,2025-05-16,40,5,35,4.33,3.0,6.42,1,1.5
DRV-0140,2025-07-13,29,7,22,4.54,3.0,17.58,1,4.6
DRV-0273,2024-08-13,5,3,2,3.17,5.0,11.52,1,5.8
DRV-0103,2025-03-15,20,4,16,3.77,3.0,10.92,2,6.9
DRV-0246,2026-01-07,16,15,1,3.56,1.0,7.1,0,2.5
DRV-0115,2025-07-16,10,8,2,3.88,2.0,17.62,0,5.1
DRV-0172,2025-09-15,26,12,14,4.98,2.0,10.04,2,2.9
DRV-0458,2025-04-22,34,29,5,3.95,1.0,15.65,1,2.5
DRV-0098,2024-10-08,31,10,21,4.67,0.0,7.44,1,2.1
DRV-0472,2025-02-14,31,10,21,3.02,3.0,13.62,1,4.8
DRV-0031,2025-09-19,16,10,6,4.24,5.0,13.17,3,6.4
DRV-0198,2025-12-04,39,12,27,3.98,1.0,12.27,1,5.7
DRV-0454,2025-05-21,29,8,21,3.65,0.0,13.91,0,0.3
DRV-0297,2024-10-29,20,7,13,4.94,1.0,6.95,0,0.6
DRV-0354,2024-08-16,35,22,13,4.71,0.0,9.7,1,1.3
DRV-0278,2025-04-02,25,17,8,4.68,4.0,18.13,2,4.4
DRV-0102,2025-11-19,36,23,13,4.93,1.0,10.04,0,0.1
DRV-0117,2024-06-16,37,30,7,2.87,0.0,18.83,2,5.1
DRV-0424,2025-09-05,12,9,3,4.47,4.0,8.34,3,2.2
DRV-0046,2026-02-14,31,9,22,3.99,0.0,14.15,3,0.7
DRV-0388,2025-05-07,29,4,25,3.5,1.0,10.6,0,6.9
DRV-0491,2025-11-12,21,7,14,3.48,1.0,19.48,0,2.4
DRV-0429,2024-08-11,39,35,4,3.73,1.0,7.58,1,7.1
DRV-0042,2024-12-24,24,15,9,3.33,5.0,6.85,0,0.7
DRV-0254,2026-03-30,5,4,1,2.52,5.0,17.41,0,4.0
DRV-0090,2024-05-29,19,13,6,3.72,5.0,19.96,2,4.0
DRV-0362,2025-12-08,5,4,1,4.06,5.0,11.86,3,6.0
DRV-0426,2025-07-03,35,27,8,3.14,4.0,14.17,0,6.5
DRV-0001,2025-09-26,30,17,13,3.18,5.0,11.57,3,4.3
DRV-0056,2025-04-10,17,4,13,3.54,5.0,7.91,2,5.6
DRV-0473,2025-12-22,38,14,24,3.1,0.0,7.83,2,7.7
DRV-0484,2025-08-11,16,10,6,,4.0,19.22,3,0.9
DRV-0302,2025-08-23,19,12,7,4.48,1.0,13.15,0,2.1
DRV-0139,2025-09-08,21,3,18,,1.0,17.74,0,1.5
DRV-0035,2025-06-01,7,6,1,4.33,4.0,10.91,3,2.8
DRV-0179,2025-03-22,13,5,8,2.55,4.0,8.68,3,4.2
DRV-0258,2026-04-10,23,4,19,2.73,0.0,13.99,1,3.9
DRV-0412,2025-06-09,32,7,25,3.81,5.0,16.38,0,3.3
DRV-0081,2025-05-15,38,33,5,2.98,0.0,10.98,0,7.4
DRV-0194,2024-07-01,32,18,14,3.77,1.0,18.16,0,1.8
DRV-0080,2025-07-19,16,13,3,3.82,0.0,9.89,2,3.8
DRV-0261,2026-03-17,38,32,6,4.23,3.0,13.33,3,6.5
DRV-0141,2024-12-09,13,8,5,3.95,4.0,9.64,3,4.3
DRV-0251,2024-08-01,19,7,12,4.25,1.0,14.49,2,6.8
DRV-0119,2025-12-02,12,4,8,2.63,5.0,12.67,3,0.7
DRV-0268,2024-11-08,10,3,7,4.74,1.0,6.59,2,3.1
DRV-0287,2025-11-12,6,5,1,4.06,3.0,18.09,1,4.9
DRV-0429,2025-12-30,19,9,10,2.69,2.0,9.48,1,1.5
DRV-0242,2024-08-28,32,25,7,,1.0,15.85,1,6.1
DRV-0481,2025-01-07,5,3,2,2.97,1.0,17.35,3,7.7
DRV-0018,2025-11-02,36,31,5,4.53,5.0,17.43,1,1.4
DRV-0115,2025-11-28,22,9,13,4.12,1.0,7.13,0,4.1
DRV-0329,2025-04-30,22,14,8,4.53,1.0,10.78,0,1.8
DRV-0106,2024-05-15,39,12,27,4.51,5.0,19.58,1,2.5
DRV-0127,2025-01-14,17,13,4,4.75,2.0,12.8,0,2.8
DRV-0048,2025-06-05,12,6,6,4.93,1.0,8.02,2,4.4
DRV-0157,2024-07-08,12,10,2,4.54,4.0,7.37,2,3.8
DRV-0456,2026-01-24,6,6,0,4.93,0.0,8.72,2,1.6
DRV-0081,2025-01-11,5,4,1,4.83,0.0,16.49,3,4.4
DRV-0441,2025-05-13,30,26,4,3.39,0.0,19.68,1,7.6
DRV-0038,2024-09-06,23,21,2,3.91,1.0,6.55,0,2.1
DRV-0453,2025-05-04,38,20,18,3.6,1.0,7.98,3,6.8
DRV-0220,2026-04-02,34,20,14,2.83,3.0,14.03,0,5.4
DRV-0432,2026-02-11,8,3,5,3.48,4.0,8.02,1,1.4
DRV-0148,2024-11-26,26,18,8,4.82,,9.29,2,6.7
DRV-0255,2024-11-26,36,18,18,2.86,2.0,18.82,2,2.2
DRV-0096,2024-08-07,25,20,5,3.43,5.0,19.64,2,5.0
DRV-0481,2024-06-07,13,2,11,2.58,4.0,19.89,3,4.2
DRV-0219,2025-11-08,22,14,8,4.7,2.0,16.37,0,5.2
DRV-0435,2024-07-03,27,24,3,3.4,2.0,17.01,3,3.4
DRV-0296,2024-07-07,28,5,23,4.73,3.0,10.22,3,2.7
DRV-0395,2026-03-28,35,11,24,4.43,5.0,16.66,2,6.0
DRV-0155,2025-08-05,18,13,5,3.02,1.0,6.08,3,2.5
DRV-0387,2025-09-13,10,4,6,2.89,1.0,11.81,1,6.3
DRV-0487,2024-08-11,33,11,22,4.57,4.0,10.12,3,7.3
DRV-0329,2025-01-29,31,10,21,2.95,0.0,16.91,3,0.2
DRV-0478,2025-04-05,17,10,7,2.93,2.0,19.73,2,7.0
DRV-0279,2024-08-12,25,7,18,3.84,2.0,13.78,2,3.8
DRV-0477,2025-09-08,5,3,2,3.25,3.0,15.75,2,0.6
DRV-0168,2024-08-25,18,10,8,3.79,2.0,8.83,0,3.6
DRV-0032,2025-08-04,33,9,24,4.06,4.0,6.91,3,1.0
DRV-0428,2025-11-22,33,25,8,3.19,0.0,16.5,3,4.1
DRV-0052,2026-01-12,5,4,1,4.4,5.0,9.5,2,7.6
DRV-0241,2024-04-17,16,13,3,3.32,1.0,19.39,0,5.2
DRV-0151,2024-07-13,14,3,11,3.21,4.0,6.69,1,4.9
DRV-0375,2024-10-02,30,16,14,4.5,2.0,7.15,0,7.9
DRV-0493,2024-11-22,23,16,7,4.19,3.0,13.21,1,3.2
DRV-0194,2024-09-11,26,8,18,3.34,5.0,9.56,2,5.4
DRV-0454,2026-04-04,6,3,3,3.9,3.0,6.25,1,2.2
DRV-0014,2025-02-16,16,11,5,4.41,5.0,15.09,1,6.6
DRV-0135,2026-03-10,30,24,6,4.97,2.0,15.89,0,6.4
DRV-0170,2025-07-27,35,6,29,3.97,1.0,17.62,2,2.5
DRV-0483,2026-03-20,14,5,9,4.97,1.0,14.5,2,4.1
DRV-0244,2025-05-14,12,11,1,3.08,3.0,17.89,1,5.2
DRV-0137,2026-03-23,32,30,2,4.03,5.0,14.78,1,5.2
DRV-0293,2025-12-21,35,22,13,3.13,5.0,13.97,3,2.9
DRV-0112,2026-01-25,27,25,2,4.21,2.0,12.39,1,2.3
DRV-0459,2025-01-02,20,3,17,2.94,1.0,17.92,0,0.9
DRV-0419,2024-07-22,17,11,6,4.65,4.0,14.6,2,5.5
DRV-0017,2024-09-29,35,18,17,3.86,3.0,6.51,3,2.0
DRV-0047,2024-09-05,14,10,4,3.2,1.0,17.56,0,7.8
DRV-0047,2024-05-07,36,6,30,3.54,5.0,15.14,3,5.1
DRV-0433,2025-06-29,15,3,12,,5.0,12.57,1,6.4
DRV-0132,2026-04-12,25,22,3,3.38,2.0,9.88,1,2.1
DRV-0297,2024-04-26,18,5,13,,1.0,15.96,1,2.9
DRV-0176,2025-05-28,18,7,11,4.89,5.0,7.87,0,3.4
DRV-0475,2024-11-01,17,9,8,4.67,5.0,10.07,3,2.0
DRV-0019,2024-04-26,7,6,1,3.18,3.0,11.44,3,3.5
DRV-0276,2024-06-17,26,20,6,2.5,4.0,8.84,3,0.7
DRV-0154,2024-10-20,32,7,25,3.84,0.0,19.3,0,4.5
DRV-0431,2026-01-17,36,35,1,2.51,5.0,18.64,0,3.9
DRV-0321,2024-09-08,37,7,30,3.16,3.0,15.84,1,2.4
DRV-0315,2025-01-03,39,26,13,4.05,5.0,7.38,2,7.3
DRV-0412,2024-10-28,11,4,7,3.17,5.0,16.44,1,0.1
DRV-0038,2024-10-07,24,13,11,2.99,2.0,10.5,0,2.3
