feedback_id,order_id,customer_id,rating,comment,feedback_date,feedback_type,would_recommend
FD-00011700,ORD-00097998,CUST-06799,2,,2025-06-11 14:00:18,packaging,True
FD-00011701,ORD-00054550,CUST-14930,5,,2024-10-26 10:00:18,delivery,False
FD-00011702,ORD-00072686,CUST-04135,4,,2025-08-03 22:00:18,service,True
FD-00011703,ORD-00014282,CUST-19739,4,Would order again,2024-12-23 14:00:18,delivery,True
FD-00011704,ORD-00067548,CUST-18075,3,Recommended!,2024-11-12 10:00:18,packaging,True
FD-00011705,ORD-00073226,CUST-18116,5,,2025-06-22 17:00:18,packaging,False
FD-00011706,ORD-00022774,CUST-15471,5,,2026-01-28 18:00:18,packaging,True
FD-00011707,ORD-00053545,CUST-10911,3,Could be better,2026-03-13 17:00:18,packaging,True
FD-00011708,ORD-00030046,CUST-15955,5,Could be better,2024-07-29 19:00:18,packaging,True
FD-00011709,ORD-00061734,CUST-17426,4,,2026-01-09 01:00:18,packaging,True
FD-00011710,ORD-00071861,CUST-02821,1,Very fast,2025-03-16 21:00:18,service,True
FD-00011711,ORD-00063813,CUST-05265,2,,2024-10-04 00:00:18,service,False
FD-00011712,ORD-00048401,CUST-09102,3,Would order again,2025-09-13 07:00:18,service,True
FD-00011713,ORD-00043184,CUST-07653,3,Late delivery,2024-11-01 15:00:18,service,False
FD-00011714,ORD-00055790,CUST-03305,5,Good,2025-05-20 19:00:18,delivery,True
FD-00011715,ORD-00090333,CUST-06043,4,,2024-07-04 19:00:18,delivery,False
FD-00011716,ORD-00020371,CUST-17395,1,On time,2025-08-16 17:00:18,delivery,True
FD-00011717,ORD-00059520,CUST-03061,3,,2025-11-29 10:00:18,delivery,False
FD-00011718,ORD-00019971,CUST-04456,3,Could be better,2024-12-17 02:00:18,packaging,True
FD-00011719,ORD-00041163,CUST-11278,4,Good,2025-04-08 19:00:18,service,True
FD-00011720,ORD-00053471,CUST-09655,3,Great delivery!,2024-05-27 10:00:18,service,True
FD-00011721,ORD-00016654,CUST-05137,3,Package damaged,2025-02-11 02:00:18,service,False
FD-00011722,ORD-00056005,CUST-00217,1,Good,2024-05-07 00:00:18,packaging,False
FD-00011723,ORD-00001831,CUST-17399,2,,2025-03-05 05:00:18,packaging,True
FD-00011724,ORD-00063633,CUST-04982,4,Good,2025-01-22 01:00:18,packaging,False
FD-00011725,ORD-00021459,CUST-00791,1,,2026-01-27 08:00:18,delivery,True
FD-00011726,ORD-00063667,CUST-18224,3,On time,2024-10-21 16:00:18,packaging,True
FD-00011727,ORD-00070474,CUST-11064,5,,2026-03-11 10:00:18,service,False
FD-00011728,ORD-00028561,CUST-07520,4,Late delivery,2026-02-23 12:00:18,delivery,True
FD-00011729,ORD-00096937,CUST-13827,3,,2024-05-10 15:00:18,delivery,True
FD-00011730,ORD-00024477,CUST-08035,4,Excellent service,2024-10-18 15:00:18,delivery,False
FD-00011731,ORD-00030029,CUST-12923,4,Not happy,2024-04-28 07:00:18,delivery,True
FD-00011732,ORD-00089312,CUST-07326,5,Excellent service,2025-05-18 02:00:18,delivery,False
FD-00011733,ORD-00085390,CUST-08580,3,Very fast,2026-01-05 22:00:18,packaging,True
FD-00011734,ORD-00042858,CUST-17438,1,Late delivery,2026-01-20 13:00:18,packaging,False
FD-00011735,ORD-00018931,CUST-15299,1,,2024-10-23 12:00:18,service,True
FD-00011736,ORD-00082586,CUST-06490,5,,2025-01-21 04:00:18,packaging,False
FD-00011737,ORD-00050406,CUST-07277,2,Excellent service,2024-05-26 17:00:18,packaging,False
FD-00011738,ORD-00016199,CUST-15167,3,Great delivery!,2025-05-11 22:00:18,packaging,True
FD-00011739,ORD-00096655,CUST-17540,3,Good,,delivery,True
FD-00011740,ORD-00020684,CUST-04755,1,Good,2024-08-07 06:00:18,service,True
FD-00011741,ORD-00099580,CUST-19834,5,Late delivery,2025-10-30 09:00:18,packaging,False
FD-00011742,ORD-00048816,CUST-10014,4,Very fast,2024-05-23 14:00:18,service,True
FD-00011743,ORD-00057588,CUST-02980,3,,2026-01-10 09:00:18,delivery,True
FD-00011744,ORD-00097944,CUST-09457,2,Could be better,2025-09-20 17:00:18,service,True
FD-00011745,ORD-00084142,CUST-09830,2,Great delivery!,2025-01-22 12:00:18,delivery,False
FD-00011746,ORD-00000030,CUST-16040,3,Great delivery!,2025-04-13 10:00:18,service,False
FD-00011747,ORD-00008571,CUST-02654,3,,2024-08-17 01:00:18,delivery,True
FD-00011748,ORD-00061605,CUST-09247,1,Excellent service,2025-12-25 01:00:18,service,False
FD-00011749,ORD-00076731,CUST-03417,1,,2025-11-14 09:00:18,packaging,False
FD-00011750,ORD-00085308,CUST-03342,2,On time,2024-06-30 05:00:18,service,True
FD-00011751,ORD-00064252,CUST-18604,5,Package damaged,2025-05-11 03:00:18,delivery,False
FD-00011752,ORD-00002516,CUST-17520,5,Package damaged,2025-09-23 20:00:18,packaging,True
FD-00011753,ORD-00033956,CUST-07200,4,Very fast,2025-06-26 04:00:18,service,False
FD-00011754,ORD-00092314,CUST-10517,2,Good,2024-09-27 16:00:18,delivery,False
FD-00011755,ORD-00006093,CUST-02129,1,Late delivery,2025-08-27 13:00:18,delivery,False
FD-00011756,ORD-00021187,CUST-05749,4,Recommended!,2026-02-08 21:00:18,delivery,False
FD-00011757,ORD-00033223,CUST-03465,1,On time,2025-05-18 16:00:18,delivery,False
FD-00011758,ORD-00078663,CUST-10532,1,Could be better,2024-08-26 11:00:18,service,False
FD-00011759,ORD-00079447,CUST-13823,2,Not happy,2025-03-16 09:00:18,packaging,True
FD-00011760,ORD-00047215,CUST-06638,5,Very fast,2025-10-04 15:00:18,delivery,True
FD-00011761,ORD-00001622,CUST-03384,3,Could be better,2025-05-17 11:00:18,packaging,True
FD-00011762,ORD-00040184,CUST-13770,5,Could be better,2024-10-21 08:00:18,service,False
FD-00011763,ORD-00084491,CUST-00668,5,On time,2026-03-24 02:00:18,service,False
FD-00011764,ORD-00064937,CUST-19900,1,Not happy,2026-01-22 13:00:18,service,False
FD-00011765,ORD-00000786,CUST-03296,5,Good,2024-08-13 19:00:18,packaging,True
FD-00011766,ORD-00013696,CUST-04458,1,Excellent service,2025-04-02 13:00:18,service,False
FD-00011767,ORD-00009708,CUST-11980,3,On time,2024-10-14 22:00:18,service,True
FD-00011768,ORD-00026991,CUST-14505,4,,2024-11-22 20:00:18,delivery,False
FD-00011769,ORD-00050326,CUST-10114,5,,2026-04-10 20:00:18,delivery,False
FD-00011770,ORD-00044850,CUST-14309,1,,2025-03-20 16:00:18,delivery,True
FD-00011771,ORD-00055788,CUST-14242,2,Great delivery!,,service,True
FD-00011772,ORD-00082906,CUST-07540,5,Recommended!,2024-09-12 08:00:18,delivery,False
FD-00011773,ORD-00065414,CUST-06525,5,,2025-02-27 04:00:18,delivery,False
FD-00011774,ORD-00017526,CUST-07492,4,Great delivery!,2025-03-06 13:00:18,packaging,True
FD-00011775,ORD-00038287,CUST-18426,2,Good,2025-01-05 20:00:18,service,True
FD-00011776,ORD-00023017,CUST-02581,3,Could be better,2025-05-12 07:00:18,packaging,True
FD-00011777,ORD-00087812,CUST-16452,2,Would order again,2025-07-27 11:00:18,service,False
FD-00011778,ORD-00051729,CUST-18662,1,Great delivery!,2024-10-06 00:00:18,service,False
FD-00011779,ORD-00056167,CUST-08015,3,Excellent service,2025-08-21 13:00:18,packaging,True
FD-00011780,ORD-00001521,CUST-15936,2,Very fast,2025-03-06 07:00:18,service,False
FD-00011781,ORD-00043048,CUST-14139,4,Late delivery,2025-12-13 08:00:18,packaging,False
FD-00011782,ORD-00030270,CUST-18697,2,,2024-08-21 11:00:18,delivery,True
FD-00011783,ORD-00088914,CUST-02589,5,,2024-10-18 03:00:18,service,False
FD-00011784,ORD-00071141,CUST-01940,2,,2025-06-21 14:00:18,packaging,False
FD-00011785,ORD-00028641,CUST-10063,3,Good,2024-05-08 21:00:18,packaging,False
FD-00011786,ORD-00063838,CUST-06778,1,Package damaged,2025-01-27 23:00:18,delivery,True
FD-00011787,ORD-00063452,CUST-04380,5,Good,2024-11-17 11:00:18,service,False
FD-00011788,ORD-00062818,CUST-11878,5,,2026-03-28 14:00:18,service,True
FD-00011789,ORD-00044007,CUST-19420,5,,2025-07-13 20:00:18,packaging,False
FD-00011790,ORD-00059605,CUST-10105,4,,2025-04-18 01:00:18,delivery,True
FD-00011791,ORD-00022718,CUST-07699,1,,2024-06-20 21:00:18,packaging,True
FD-00011792,ORD-00040512,CUST-06229,5,Great delivery!,2025-04-29 23:00:18,delivery,True
FD-00011793,ORD-00047663,CUST-10663,3,,2026-02-15 09:00:18,packaging,True
FD-00011794,ORD-00073568,CUST-17980,3,Very fast,2025-05-30 07:00:18,delivery,False
FD-00011795,ORD-00001740,CUST-05070,3,,2024-08-07 12:00:18,packaging,False
FD-00011796,ORD-00013449,CUST-19067,5,On time,2024-07-25 03:00:18,service,True
FD-00011797,ORD-00007911,CUST-00949,5,,2025-09-15 21:00:18,packaging,False
FD-00011798,ORD-00058278,CUST-11538,2,On time,2025-02-25 11:00:18,packaging,False
FD-00011799,ORD-00068474,CUST-15553,3,Very fast,2024-06-06 00:00:18,packaging,False
FD-00011800,ORD-00096535,CUST-04996,3,Excellent service,2024-10-02 19:00:18,packaging,False
FD-00011801,ORD-00028578,CUST-05391,4,Could be better,2024-06-08 23:00:18,delivery,False
FD-00011802,ORD-00073530,CUST-14223,2,Late delivery,2024-11-07 23:00:18,packaging,True
FD-00011803,ORD-00082744,CUST-08667,2,Would order again,2025-12-09 11:00:18,packaging,False
FD-00011804,ORD-00035712,CUST-05750,5,,2024-06-21 21:00:18,packaging,True
FD-00011805,ORD-00091359,CUST-12033,4,Good,2024-11-10 03:00:18,delivery,True
FD-00011806,ORD-00021106,CUST-13144,4,Late delivery,2024-11-06 03:00:18,service,False
FD-00011807,ORD-00063821,CUST-00596,4,,2024-12-25 21:00:18,service,True
FD-00011808,ORD-00033290,CUST-07682,4,Could be better,2025-04-12 16:00:18,delivery,False
FD-00011809,ORD-00095231,CUST-18353,5,Excellent service,2024-10-04 20:00:18,service,False
FD-00011810,ORD-00046571,CUST-03196,4,On time,2025-08-23 13:00:18,packaging,False
FD-00011811,ORD-00087661,CUST-09371,3,Very fast,2024-09-08 04:00:18,packaging,True
FD-00011812,ORD-00096984,CUST-15106,4,Excellent service,2025-11-08 00:00:18,packaging,False
FD-00011813,ORD-00029354,CUST-16853,1,,2025-10-20 06:00:18,packaging,True
FD-00011814,ORD-00055095,CUST-05183,3,,2024-05-23 07:00:18,packaging,True
FD-00011815,ORD-00063164,CUST-01319,4,Package damaged,2024-06-16 09:00:18,packaging,True
FD-00011816,ORD-00073729,CUST-17718,2,Late delivery,2024-08-04 16:00:18,service,False
FD-00011817,ORD-00062615,CUST-16838,4,,2025-09-20 23:00:18,service,True
FD-00011818,ORD-00098447,CUST-03664,1,Could be better,2026-03-21 17:00:18,service,True
FD-00011819,ORD-00069506,CUST-07258,3,,2024-11-20 04:00:18,service,False
FD-00011820,ORD-00008185,CUST-15810,5,,2024-07-24 20:00:18,packaging,False
FD-00011821,ORD-00053896,CUST-13891,5,Great delivery!,2025-03-27 04:00:18,service,True
FD-00011822,ORD-00067845,CUST-02801,3,Could be better,2026-02-05 17:00:18,delivery,True
FD-00011823,ORD-00073939,CUST-13577,5,,2025-09-08 04:00:18,delivery,False
FD-00011824,ORD-00029291,CUST-05040,1,,2025-03-11 16:00:18,delivery,False
FD-00011825,ORD-00035381,CUST-07785,2,Late delivery,2025-12-06 14:00:18,packaging,False
FD-00011826,ORD-00069028,CUST-12051,1,Very fast,2026-03-14 15:00:18,packaging,False
FD-00011827,ORD-00049936,CUST-08655,1,Excellent service,2024-06-07 11:00:18,service,True
FD-00011828,ORD-00041917,CUST-16176,3,On time,,packaging,False
FD-00011829,ORD-00011904,CUST-15151,2,,2024-08-20 00:00:18,delivery,True
FD-00011830,ORD-00068834,CUST-19833,4,,2025-11-23 23:00:18,service,True
FD-00011831,ORD-00023286,CUST-19373,3,Excellent service,2025-03-30 19:00:18,packaging,True
FD-00011832,ORD-00016799,CUST-17311,3,Good,2024-04-25 12:00:18,delivery,False
FD-00011833,ORD-00061409,CUST-13764,2,On time,2024-08-19 16:00:18,packaging,True
FD-00011834,ORD-00012794,CUST-11233,3,Could be better,2025-05-02 03:00:18,packaging,True
FD-00011835,ORD-00098975,CUST-18635,1,Could be better,2024-10-24 16:00:18,packaging,False
FD-00011836,ORD-00089897,CUST-11420,4,,2024-07-05 22:00:18,service,False
FD-00011837,ORD-00040914,CUST-10719,1,,2026-01-03 07:00:18,packaging,True
FD-00011838,ORD-00090087,CUST-09472,3,Late delivery,2025-10-08 11:00:18,delivery,True
FD-00011839,ORD-00047847,CUST-19397,3,Recommended!,2026-03-17 11:00:18,delivery,False
FD-00011840,ORD-00083314,CUST-03108,2,Late delivery,2024-12-04 10:00:18,service,False
FD-00011841,ORD-00030120,CUST-00213,4,On time,2025-02-18 13:00:18,packaging,False
FD-00011842,ORD-00092912,CUST-00455,2,Recommended!,2025-12-06 19:00:18,delivery,False
FD-00011843,ORD-00000903,CUST-18820,4,On time,2026-02-19 00:00:18,delivery,True
FD-00011844,ORD-00045240,CUST-17513,3,,2024-06-24 12:00:18,service,False
FD-00011845,ORD-00099969,CUST-09247,2,,2026-02-07 04:00:18,service,False
FD-00011846,ORD-00089173,CUST-00168,4,Not happy,2025-10-20 09:00:18,service,True
FD-00011847,ORD-00037786,CUST-13607,2,Very fast,2024-06-17 12:00:18,delivery,True
FD-00011848,ORD-00099443,CUST-16234,2,,2025-08-18 09:00:18,packaging,True
FD-00011849,ORD-00006626,CUST-16168,1,Package damaged,2025-05-29 21:00:18,service,True
FD-00011850,ORD-00029037,CUST-00515,1,,2026-02-10 10:00:18,service,False
FD-00011851,ORD-00049120,CUST-08135,1,Recommended!,2025-12-20 12:00:18,packaging,True
FD-00011852,ORD-00078430,CUST-09976,1,Late delivery,2024-11-15 14:00:18,packaging,False
FD-00011853,ORD-00032510,CUST-01617,1,Very fast,2025-06-06 14:00:18,delivery,False
FD-00011854,ORD-00011011,CUST-03968,1,Great delivery!,2024-07-13 01:00:18,packaging,True
FD-00011855,ORD-00071306,CUST-11685,3,Would order again,2024-06-25 05:00:18,packaging,True
FD-00011856,ORD-00084386,CUST-13144,4,Late delivery,2025-01-17 13:00:18,packaging,True
FD-00011857,ORD-00080974,CUST-09884,1,Great delivery!,2024-07-06 13:00:18,service,False
FD-00011858,ORD-00011934,CUST-14977,5,Excellent service,2026-04-11 14:00:18,service,False
FD-00011859,ORD-00079890,CUST-06859,4,On time,2025-10-04 10:00:18,packaging,True
FD-00011860,ORD-00063026,CUST-18669,2,Recommended!,2025-06-16 00:00:18,service,True
FD-00011861,ORD-00001187,CUST-11922,4,,2024-04-24 13:00:18,delivery,False
FD-00011862,ORD-00023014,CUST-06742,2,,2024-05-18 11:00:18,packaging,True
FD-00011863,ORD-00043630,CUST-12688,1,Great delivery!,2024-07-26 15:00:18,packaging,True
FD-00011864,ORD-00064197,CUST-10562,1,Late delivery,2026-01-17 14:00:18,delivery,True
FD-00011865,ORD-00068909,CUST-14841,1,Great delivery!,2025-09-27 00:00:18,delivery,False
FD-00011866,ORD-00088697,CUST-15201,2,Late delivery,2026-02-02 18:00:18,service,False
FD-00011867,ORD-00058251,CUST-01639,3,Late delivery,2025-11-19 21:00:18,service,False
FD-00011868,ORD-00020421,CUST-17876,3,,2024-09-03 11:00:18,service,True
FD-00011869,ORD-00099402,CUST-15242,1,Excellent service,2025-03-04 06:00:18,packaging,False
FD-00011870,ORD-00073343,CUST-19275,1,Not happy,2026-01-08 21:00:18,service,False
FD-00011871,ORD-00008535,CUST-01758,2,Late delivery,2024-08-15 18:00:18,service,False
FD-00011872,ORD-00079163,CUST-07759,2,Very fast,2025-06-14 03:00:18,service,True
FD-00011873,ORD-00090099,CUST-02990,4,On time,2024-09-04 19:00:18,packaging,False
FD-00011874,ORD-00087949,CUST-19075,1,Good,2025-07-31 05:00:18,service,False
FD-00011875,ORD-00008594,CUST-19715,1,Package damaged,2024-09-07 22:00:18,delivery,True
FD-00011876,ORD-00015034,CUST-19719,3,Recommended!,2024-08-16 22:00:18,delivery,True
FD-00011877,ORD-00026074,CUST-08789,5,Package damaged,2025-10-18 17:00:18,delivery,False
FD-00011878,ORD-00049740,CUST-17441,2,Good,2024-08-12 06:00:18,delivery,True
FD-00011879,ORD-00052879,CUST-04994,3,Would order again,2025-04-28 01:00:18,service,False
FD-00011880,ORD-00007729,CUST-16581,3,Package damaged,2024-09-09 20:00:18,delivery,False
FD-00011881,ORD-00053067,CUST-00697,4,,2025-10-07 07:00:18,packaging,False
FD-00011882,ORD-00097918,CUST-11284,5,Late delivery,2025-09-06 18:00:18,delivery,True
FD-00011883,ORD-00078650,CUST-19093,3,Could be better,2025-09-28 07:00:18,packaging,False
FD-00011884,ORD-00061722,CUST-19103,2,Excellent service,2024-08-17 21:00:18,service,False
FD-00011885,ORD-00080740,CUST-09154,3,,2025-11-16 22:00:18,packaging,True
FD-00011886,ORD-00098126,CUST-10380,1,Not happy,2024-12-06 17:00:18,delivery,False
FD-00011887,ORD-00068735,CUST-08370,4,,2026-01-21 08:00:18,service,True
FD-00011888,ORD-00056020,CUST-07534,3,,2026-03-30 07:00:18,delivery,False
FD-00011889,ORD-00043000,CUST-19873,1,Late delivery,2025-03-01 01:00:18,delivery,False
FD-00011890,ORD-00094950,CUST-18280,5,Recommended!,2024-09-12 22:00:18,packaging,False
FD-00011891,ORD-00096636,CUST-06570,3,Recommended!,2024-04-30 15:00:18,service,False
FD-00011892,ORD-00098525,CUST-08940,5,,2025-11-24 20:00:18,service,True
FD-00011893,ORD-00007408,CUST-09930,4,Recommended!,2024-06-10 15:00:18,packaging,True
FD-00011894,ORD-00036364,CUST-13689,3,,2024-10-02 12:00:18,service,True
FD-00011895,ORD-00076953,CUST-00061,1,Would order again,2025-05-08 23:00:18,service,False
FD-00011896,ORD-00003567,CUST-12892,1,Good,2025-08-21 03:00:18,packaging,True
FD-00011897,ORD-00081090,CUST-18989,1,Excellent service,2024-05-02 01:00:18,packaging,False
FD-00011898,ORD-00061787,CUST-06661,1,Great delivery!,2025-03-29 19:00:18,delivery,True
FD-00011899,ORD-00009400,CUST-13068,3,Late delivery,2025-07-02 07:00:18,service,False
FD-00011900,ORD-00088418,CUST-12897,3,Not happy,2024-11-25 04:00:18,service,False
FD-00011901,ORD-00099861,CUST-00319,1,,2024-08-01 17:00:18,service,True
FD-00011902,ORD-00030767,CUST-01371,3,Good,2024-09-17 02:00:18,delivery,True
FD-00011903,ORD-00035798,CUST-05611,5,,2024-07-01 13:00:18,packaging,True
FD-00011904,ORD-00052467,CUST-17787,2,Good,2024-07-22 00:00:18,packaging,False
FD-00011905,ORD-00036637,CUST-10492,4,Could be better,2024-09-09 12:00:18,delivery,True
FD-00011906,ORD-00066560,CUST-10166,3,Great delivery!,2025-02-24 18:00:18,packaging,True
FD-00011907,ORD-00042938,CUST-08402,3,Very fast,2024-07-11 14:00:18,service,False
FD-00011908,ORD-00086643,CUST-07054,1,Late delivery,2025-07-26 22:00:18,delivery,False
FD-00011909,ORD-00017032,CUST-10407,4,Package damaged,2025-10-12 14:00:18,packaging,False
FD-00011910,ORD-00091022,CUST-10034,3,Late delivery,2026-02-18 18:00:18,service,True
FD-00011911,ORD-00043877,CUST-15261,2,Good,2025-03-17 02:00:18,packaging,False
FD-00011912,ORD-00063455,CUST-05852,4,,2024-09-16 18:00:18,service,False
FD-00011913,ORD-00098783,CUST-01895,1,Late delivery,2025-09-29 10:00:18,delivery,True
FD-00011914,ORD-00047853,CUST-00512,1,,2025-07-12 21:00:18,delivery,False
FD-00011915,ORD-00008485,CUST-08820,1,Great delivery!,2025-08-07 03:00:18,packaging,False
FD-00011916,ORD-00071473,CUST-10985,5,Would order again,2026-01-27 04:00:18,delivery,True
FD-00011917,ORD-00092925,CUST-10243,5,,2025-08-30 06:00:18,service,True
FD-00011918,ORD-00072498,CUST-19712,2,Could be better,2024-05-17 04:00:18,delivery,False
FD-00011919,ORD-00059481,CUST-19171,2,Could be better,2025-01-08 17:00:18,packaging,True
FD-00011920,ORD-00004088,CUST-01065,4,Package damaged,2025-10-20 21:00:18,service,True
FD-00011921,ORD-00002001,CUST-19947,2,,2025-09-19 15:00:18,service,False
FD-00011922,ORD-00042895,CUST-17264,4,Not happy,2025-06-24 11:00:18,delivery,True
FD-00011923,ORD-00039407,CUST-05199,2,Late delivery,2025-05-31 13:00:18,packaging,False
FD-00011924,ORD-00056716,CUST-10478,1,,2024-07-17 17:00:18,service,False
FD-00011925,ORD-00035129,CUST-06282,1,,2025-10-01 22:00:18,service,False
FD-00011926,ORD-00018145,CUST-12153,4,Excellent service,2026-01-12 12:00:18,service,False
FD-00011927,ORD-00047932,CUST-13854,4,Very fast,2026-04-14 08:00:18,packaging,True
FD-00011928,ORD-00087525,CUST-18771,5,,2024-12-07 23:00:18,service,False
FD-00011929,ORD-00043796,CUST-17000,1,,2025-10-24 18:00:18,packaging,False
FD-00011930,ORD-00012757,CUST-10438,4,Late delivery,2026-01-22 21:00:18,delivery,True
FD-00011931,ORD-00083400,CUST-18183,1,Great delivery!,2025-10-11 09:00:18,service,True
FD-00011932,ORD-00029112,CUST-10905,5,Very fast,2026-03-08 05:00:18,service,True
FD-00011933,ORD-00091355,CUST-16583,2,Could be better,2025-10-06 00:00:18,delivery,True
FD-00011934,ORD-00050713,CUST-01062,2,,2025-02-27 22:00:18,service,False
FD-00011935,ORD-00063888,CUST-10426,2,,2024-10-11 08:00:18,service,False
FD-00011936,ORD-00097430,CUST-14573,5,,2024-07-24 12:00:18,packaging,False
FD-00011937,ORD-00052591,CUST-00584,1,,2024-08-18 09:00:18,packaging,True
FD-00011938,ORD-00095119,CUST-17122,2,,2025-06-05 08:00:18,service,False
FD-00011939,ORD-00068515,CUST-03766,4,,2026-01-29 02:00:18,service,True
FD-00011940,ORD-00028628,CUST-04255,3,On time,2024-05-02 15:00:18,packaging,False
FD-00011941,ORD-00044178,CUST-13461,5,Would order again,2024-06-29 08:00:18,delivery,True
FD-00011942,ORD-00076981,CUST-19401,1,,2025-05-26 02:00:18,delivery,True
FD-00011943,ORD-00061624,CUST-17219,1,,2025-07-31 16:00:18,delivery,False
FD-00011944,ORD-00057511,CUST-13246,1,On time,2024-06-17 11:00:18,service,True
FD-00011945,ORD-00000457,CUST-08460,5,Late delivery,2025-02-28 01:00:18,service,False
FD-00011946,ORD-00023218,CUST-00127,3,Very fast,2025-10-30 03:00:18,delivery,True
FD-00011947,ORD-00048480,CUST-02838,4,Package damaged,2024-09-07 15:00:18,packaging,True
FD-00011948,ORD-00002201,CUST-03624,1,Not happy,2025-08-04 23:00:18,service,False
FD-00011949,ORD-00079886,CUST-05489,4,Very fast,2025-01-08 01:00:18,service,False
FD-00011950,ORD-00086123,CUST-11350,1,On time,2024-10-30 03:00:18,delivery,True
FD-00011951,ORD-00080299,CUST-09715,2,Great delivery!,2025-09-27 12:00:18,packaging,True
FD-00011952,ORD-00092468,CUST-16366,3,,2024-04-24 02:00:18,delivery,True
FD-00011953,ORD-00070250,CUST-02551,2,Great delivery!,2025-03-01 16:00:18,service,False
FD-00011954,ORD-00057125,CUST-04725,3,Late delivery,2025-10-25 12:00:18,packaging,True
FD-00011955,ORD-00006793,CUST-13600,3,,2024-05-10 06:00:18,delivery,False
FD-00011956,ORD-00056255,CUST-17560,1,,2025-09-06 18:00:18,delivery,True
FD-00011957,ORD-00020441,CUST-02494,3,Recommended!,2025-08-20 00:00:18,packaging,False
FD-00011958,ORD-00037178,CUST-08581,3,Great delivery!,2025-03-05 08:00:18,delivery,False
FD-00011959,ORD-00045632,CUST-05608,1,Late delivery,2025-11-27 15:00:18,delivery,True
FD-00011960,ORD-00099371,CUST-09922,1,Not happy,2026-03-24 04:00:18,service,True
FD-00011961,ORD-00084412,CUST-03881,3,Very fast,2026-04-11 19:00:18,delivery,False
FD-00011962,ORD-00022624,CUST-05828,2,,2026-04-01 15:00:18,packaging,False
FD-00011963,ORD-00031228,CUST-04043,3,Late delivery,2024-04-26 03:00:18,service,False
FD-00011964,ORD-00094025,CUST-18326,1,Late delivery,2024-10-11 18:00:18,service,True
FD-00011965,ORD-00089121,CUST-00734,1,,2025-04-28 00:00:18,service,False
FD-00011966,ORD-00078576,CUST-13784,3,Late delivery,2024-11-01 15:00:18,packaging,True
FD-00011967,ORD-00070107,CUST-02379,5,Could be better,2025-11-25 13:00:18,delivery,False
FD-00011968,ORD-00065973,CUST-07757,3,Not happy,2025-06-21 23:00:18,service,True
FD-00011969,ORD-00071430,CUST-09535,5,,2025-01-29 03:00:18,packaging,False
FD-00011970,ORD-00015909,CUST-16279,1,,2024-05-28 10:00:18,delivery,True
FD-00011971,ORD-00091294,CUST-13507,4,,2025-09-22 14:00:18,delivery,True
FD-00011972,ORD-00023585,CUST-16546,5,Great delivery!,2025-07-29 08:00:18,delivery,False
FD-00011973,ORD-00090887,CUST-08230,1,Package damaged,2025-11-18 08:00:18,service,True
FD-00011974,ORD-00043141,CUST-01883,4,,2025-01-08 18:00:18,service,False
FD-00011975,ORD-00058972,CUST-18444,1,Would order again,2024-12-01 05:00:18,packaging,True
FD-00011976,ORD-00032049,CUST-15576,3,Excellent service,2025-01-21 23:00:18,packaging,True
FD-00011977,ORD-00076618,CUST-16399,4,Great delivery!,2025-10-12 13:00:18,service,True
FD-00011978,ORD-00096083,CUST-06476,1,Good,2025-06-14 06:00:18,packaging,False
FD-00011979,ORD-00007582,CUST-09884,3,,2025-09-28 21:00:18,service,True
FD-00011980,ORD-00034529,CUST-16451,5,Would order again,2026-02-09 09:00:18,delivery,True
FD-00011981,ORD-00015753,CUST-14164,1,Good,2025-11-05 14:00:18,delivery,True
FD-00011982,ORD-00085220,CUST-12226,2,Recommended!,2024-09-15 03:00:18,packaging,True
FD-00011983,ORD-00041525,CUST-08951,3,,2026-01-07 11:00:18,packaging,False
FD-00011984,ORD-00070667,CUST-06222,5,Package damaged,2026-03-13 08:00:18,packaging,False
FD-00011985,ORD-00008447,CUST-04942,4,,2025-09-10 20:00:18,service,True
FD-00011986,ORD-00084406,CUST-02063,2,Great delivery!,2025-06-21 21:00:18,packaging,True
FD-00011987,ORD-00020442,CUST-09001,4,Recommended!,2025-02-11 01:00:18,delivery,True
FD-00011988,ORD-00068768,CUST-00158,4,Excellent service,2025-01-18 02:00:18,packaging,False
FD-00011989,ORD-00029235,CUST-06180,5,,2024-10-31 18:00:18,service,True
FD-00011990,ORD-00036365,CUST-14157,1,,2026-03-08 16:00:18,packaging,False
FD-00011991,ORD-00091946,CUST-00678,1,Package damaged,2025-02-24 21:00:18,packaging,True
FD-00011992,ORD-00065706,CUST-18148,1,Great delivery!,2025-01-31 06:00:18,packaging,False
FD-00011993,ORD-00068105,CUST-05322,4,Package damaged,2024-10-21 00:00:18,delivery,True
FD-00011994,ORD-00062334,CUST-05807,2,Excellent service,2025-08-27 09:00:18,packaging,False
FD-00011995,ORD-00000461,CUST-17407,2,Not happy,2024-06-18 03:00:18,packaging,False
FD-00011996,ORD-00065195,CUST-13873,4,,2025-07-02 18:00:18,packaging,False
FD-00011997,ORD-00064370,CUST-19404,1,Late delivery,2025-03-24 00:00:18,delivery,True
FD-00011998,ORD-00041233,CUST-02181,5,Very fast,2025-01-09 20:00:18,delivery,False
FD-00011999,ORD-00055369,CUST-02674,3,On time,2025-05-13 12:00:18,packaging,True
FD-00012000,ORD-00021459,CUST-14281,4,On time,2024-07-10 08:00:18,service,False
FD-00012001,ORD-00015186,CUST-18113,2,Recommended!,2025-08-03 14:00:18,service,True
